Rank,Name,Ticker,Sector,Industry,Revenue,Profit
1,Walmart,WMT,Consumer Defensive,Discount Stores,"$611,289","$11,680"
2,Amazon.com,AMZN,Consumer Cyclical,Internet Retail,"$513,983","-$2,722"
3,Exxon Mobil,XOM,Energy,Oil & Gas Integrated,"$413,680","$55,740"
4,Apple,AAPL,Technology,Consumer Electronics,"$394,328","$99,803"
5,UnitedHealth Group,UNH,Healthcare,Healthcare Plans,"$324,162","$20,120"
6,CVS Health,CVS,Healthcare,Healthcare Plans,"$322,467","$4,149"
7,Berkshire Hathaway,BRKA,,,"$302,089","-$22,819"
8,Alphabet,GOOGL,Communication Services,Internet Content & Information,"$282,836","$59,972"
9,McKesson,MCK,Healthcare,Medical Distribution,"$263,966","$1,114"
10,Chevron,CVX,Energy,Oil & Gas Integrated,"$246,252","$35,465"
11,AmerisourceBergen,ABC,,,"$238,587","$1,699"
12,Costco Wholesale,COST,Consumer Defensive,Discount Stores,"$226,954","$5,844"
13,Microsoft,MSFT,Technology,Software - Infrastructure,"$198,270","$72,738"
14,Cardinal Health,CAH,Healthcare,Medical Distribution,"$181,364",-$933
15,Cigna Group,CI,Healthcare,Healthcare Plans,"$180,516","$6,668"
16,Marathon Petroleum,MPC,Energy,Oil & Gas Refining & Marketing,"$180,012","$14,516"
17,Phillips 66,PSX,Energy,Oil & Gas Refining & Marketing,"$175,702","$11,024"
18,Valero Energy,VLO,Energy,Oil & Gas Refining & Marketing,"$171,189","$11,528"
19,Ford Motor,F,Consumer Cyclical,Auto Manufacturers,"$158,057","-$1,981"
20,Home Depot,HD,Consumer Cyclical,Home Improvement Retail,"$157,403","$17,105"
21,General Motors,GM,Consumer Cyclical,Auto Manufacturers,"$156,735","$9,934"
22,Elevance Health,ELV,Healthcare,Healthcare Plans,"$156,595","$6,025"
23,JPMorgan Chase,JPM,Financial Services,Banks - Diversified,"$154,792","$37,676"
24,Kroger,KR,Consumer Defensive,Grocery Stores,"$148,258","$2,244"
25,Centene,CNC,Healthcare,Healthcare Plans,"$144,547","$1,202"
26,Verizon Communications,VZ,Communication Services,Telecom Services,"$136,835","$21,256"
27,Walgreens Boots Alliance,WBA,Healthcare,Pharmaceutical Retailers,"$132,703","$4,337"
28,Fannie Mae,FNMA,Financial Services,Mortgage Finance,"$121,596","$12,923"
29,Comcast,CMCSA,Communication Services,Telecom Services,"$121,427","$5,370"
30,AT&T,T,Communication Services,Telecom Services,"$120,741","-$8,524"
31,Meta Platforms,META,Communication Services,Internet Content & Information,"$116,609","$23,200"
32,Bank of America,BAC,Financial Services,Banks - Diversified,"$115,053","$27,528"
33,Target,TGT,Consumer Defensive,Discount Stores,"$109,120","$2,780"
34,Dell Technologies,DELL,Technology,Computer Hardware,"$102,301","$2,442"
35,Archer Daniels Midland,ADM,Consumer Defensive,Farm Products,"$101,556","$4,340"
36,Citigroup,C,Financial Services,Banks - Diversified,"$101,078","$14,845"
37,United Parcel Service,UPS,Industrials,Integrated Freight & Logistics,"$100,338","$11,548"
38,Pfizer,PFE,Healthcare,Drug Manufacturers - General,"$100,330","$31,372"
39,Lowe's,LOW,Consumer Cyclical,Home Improvement Retail,"$97,059","$6,437"
40,Johnson & Johnson,JNJ,Healthcare,Drug Manufacturers - General,"$94,943","$17,941"
41,FedEx,FDX,Industrials,Integrated Freight & Logistics,"$93,512","$3,826"
42,Humana,HUM,Healthcare,Healthcare Plans,"$92,870","$2,806"
43,Energy Transfer,ET,Energy,Oil & Gas Midstream,"$89,876","$4,756"
44,State Farm Insurance,,,,"$89,328","-$6,654"
45,Freddie Mac,FMCC,Financial Services,Mortgage Finance,"$86,717","$9,327"
46,PepsiCo,PEP,Consumer Defensive,Beverages - Non-Alcoholic,"$86,392","$8,910"
47,Wells Fargo,WFC,Financial Services,Banks - Diversified,"$82,859","$13,182"
48,Walt Disney,DIS,Communication Services,Entertainment,"$82,722","$3,145"
49,ConocoPhillips,COP,Energy,Oil & Gas E&P,"$82,156","$18,680"
