Rank,Name,Ticker,Sector,Industry,Revenue,Profit
63,Cisco Systems,CSCO,Technology,Communication Equipment,"51,904.00","11,621.00"
64,Pfizer,PFE,Healthcare,Drug Manufacturers - General,"51,750.00","16,273.00"
65,HCA Healthcare,HCA,Healthcare,Medical Care Facilities,"51,336.00","3,505.00"
66,AIG,AIG,Financial Services,Insurance - Diversified,"49,746.00","3,348.00"
67,American Express,AXP,Financial Services,Credit Services,"47,020.00","6,759.00"
68,Delta Air Lines,DAL,Industrials,Airlines,"47,007.00","4,767.00"
69,Merck,MRK,Healthcare,Drug Manufacturers - General,"46,840.00","9,843.00"
70,American Airlines Group,AAL,Industrials,Airlines,"45,768.00","1,686.00"
71,Charter Communications,CHTR,Communication Services,Telecom Services,"45,764.00","1,668.00"
72,Allstate,ALL,Financial Services,Insurance - Property & Casualty,"44,675.00","4,847.00"
73,New York Life Insurance,,,,"44,116.60","1,003.80"
74,Nationwide,,,,"43,982.00",829.7
75,Best Buy,BBY,Consumer Cyclical,Specialty Retail,"43,638.00","1,541.00"
76,United Airlines Holdings,UAL,Industrials,Airlines,"43,259.00","3,009.00"
77,Liberty Mutual Insurance Group,,,,"43,228.00","1,044.00"
78,Dow,DOW,Basic Materials,Chemicals,"42,951.00","-1,359.00"
79,Tyson Foods,TSN,Consumer Defensive,Farm Products,"42,405.00","2,022.00"
80,TJX,TJX,Consumer Cyclical,Apparel Retail,"41,717.00","3,272.20"
81,TIAA,,,,"40,454.40","2,460.10"
82,Oracle,ORCL,Technology,Software - Infrastructure,"39,506.00","11,083.00"
83,General Dynamics,GD,Industrials,Aerospace & Defense,"39,350.00","3,484.00"
84,Deere,DE,Industrials,Farm & Heavy Construction Machinery,"39,258.00","3,253.00"
85,Nike,NKE,Consumer Cyclical,Footwear & Accessories,"39,117.00","4,029.00"
86,Progressive,PGR,Financial Services,Insurance - Property & Casualty,"39,022.30","3,970.30"
87,Publix Super Markets,,,,"38,462.80","3,005.40"
88,Coca-Cola,KO,Consumer Defensive,Beverages - Non-Alcoholic,"37,266.00","8,920.00"
89,Massachusetts Mutual Life Insurance,,,,"37,253.40","3,700.70"
90,Tech Data,TECD,,,"36,998.40",374.5
91,World Fuel Services,INT,,,"36,819.00",178.9
92,Honeywell International,HON,Industrials,Conglomerates,"36,709.00","6,143.00"
93,ConocoPhillips,COP,Energy,Oil & Gas E&P,"36,670.00","7,189.00"
94,USAA,UATXX,,,"35,617.40","4,006.30"
95,Exelon,EXC,Utilities,Utilities - Regulated Electric,"34,438.00","2,936.00"
96,Northrop Grumman,NOC,Industrials,Aerospace & Defense,"33,841.00","2,248.00"
97,Capital One Financial,COF,Financial Services,Credit Services,"33,766.00","5,546.00"
98,Plains GP Holdings,PAGP,Energy,Oil & Gas Midstream,"33,669.00",331
99,AbbVie,ABBV,Healthcare,Drug Manufacturers - General,"33,266.00","7,882.00"
100,StoneX Group,SNEX,Financial Services,Capital Markets,"32,897.00",85.1
101,Enterprise Products Partners,EPD,Energy,Oil & Gas Midstream,"32,789.20","4,591.30"
102,Northwestern Mutual,,,,"32,293.60","1,268.00"
103,3M,MMM,Industrials,Conglomerates,"32,136.00","4,570.00"
104,Abbott Laboratories,ABT,Healthcare,Medical Devices,"31,904.00","3,687.00"
105,CHS,,,,"31,900.50",829.9
106,Travelers,TRV,Financial Services,Insurance - Property & Casualty,"31,581.00","2,622.00"
107,Philip Morris International,PM,Consumer Defensive,Tobacco,"29,805.00","7,185.00"
108,Raytheon,RTN,,,"29,176.00","3,343.00"
109,Hewlett Packard Enterprise,HPE,Technology,Communication Equipment,"29,135.00","1,049.00"
110,Arrow Electronics,ARW,Technology,Electronics & Computer Distribution,"28,916.80",-204.1
111,ViacomCBS,VIAC,,,"27,812.00","3,308.00"
112,Dollar General,DG,Consumer Defensive,Discount Stores,"27,754.00","1,712.60"
113,U.S. Bancorp,USB,Financial Services,Banks - Regional,"27,325.00","6,914.00"
114,Starbucks,SBUX,Consumer Cyclical,Restaurants,"26,508.60","3,599.20"
115,Bristol-Myers Squibb,BMY,Healthcare,Drug Manufacturers - General,"26,145.00","3,439.00"
116,US Foods Holding,USFD,Consumer Defensive,Food Distribution,"25,939.00",385
117,Mondelez International,MDLZ,Consumer Defensive,Confectioners,"25,868.00","3,870.00"
118,Paccar,PCAR,Industrials,Farm & Heavy Construction Machinery,"25,599.70","2,387.90"
119,Thermo Fisher Scientific,TMO,Healthcare,Diagnostics & Research,"25,542.00","3,696.00"
120,Macy's,M,Consumer Cyclical,Department Stores,"25,331.00",564
121,Jabil,JBL,Technology,Electronic Components,"25,282.30",287.1
122,Kraft Heinz,KHC,Consumer Defensive,Packaged Foods,"24,977.00","1,935.00"
123,Duke Energy,DUK,Utilities,Utilities - Regulated Electric,"24,658.00","3,748.00"
124,Tesla,TSLA,Consumer Cyclical,Auto Manufacturers,"24,578.00",-862
125,PBF Energy,PBF,Energy,Oil & Gas Refining & Marketing,"24,508.20",319.4
126,Qualcomm,QCOM,Technology,Semiconductors,"24,273.00","4,386.00"
127,NGL Energy Partners,NGL,Energy,Oil & Gas Midstream,"24,087.80",360
128,CBRE Group,CBRE,Real Estate,Real Estate Services,"23,894.10","1,282.40"
129,Baker Hughes,BKR,Energy,Oil & Gas Equipment & Services,"23,838.00",128
130,Synnex,SNX,Technology,Electronics & Computer Distribution,"23,757.30",500.7
131,Dollar Tree,DLTR,Consumer Defensive,Discount Stores,"23,610.80",827
132,Cummins,CMI,Industrials,Specialty Industrial Machinery,"23,571.00","2,260.00"
133,United Natural Foods,UNFI,Consumer Defensive,Food Distribution,"23,481.10",-285
134,Micron Technology,MU,Technology,Semiconductors,"23,406.00","6,313.00"
135,Amgen,AMGN,Healthcare,Drug Manufacturers - General,"23,362.00","7,842.00"
136,Penske Automotive Group,PAG,Consumer Cyclical,Auto & Truck Dealerships,"23,179.40",435.8
137,Visa,V,Financial Services,Credit Services,"22,977.00","12,080.00"
138,Broadcom,AVGO,Technology,Semiconductors,"22,597.00","2,724.00"
139,Nucor,NUE,Basic Materials,Steel,"22,588.90","1,271.10"
140,Gilead Sciences,GILD,Healthcare,Drug Manufacturers - General,"22,449.00","5,386.00"
141,Southwest Airlines,LUV,Industrials,Airlines,"22,428.00","2,300.00"
142,Halliburton,HAL,Energy,Oil & Gas Equipment & Services,"22,408.00","-1,131.00"
143,CenturyLink,,,,"22,401.00","-5,269.00"
144,International Paper,IP,Consumer Cyclical,Packaging & Containers,"22,376.00","1,225.00"
145,Eli Lilly,LLY,Healthcare,Drug Manufacturers - General,"22,319.50","8,318.40"
146,Aflac,AFL,Financial Services,Insurance - Life,"22,307.00","3,304.00"
147,Lennar,LEN,Consumer Cyclical,Residential Construction,"22,259.60","1,849.10"
148,Occidental Petroleum,OXY,Energy,Oil & Gas E&P,"21,971.00",-667
149,Union Pacific,UNP,Industrials,Railroads,"21,708.00","5,919.00"
150,Rite Aid,RAD,,,"21,674.40",-422.2
151,PNC Financial Services Group,PNC,Financial Services,Banks - Regional,"21,624.00","5,369.00"
152,DuPont,DD,Basic Materials,Specialty Chemicals,"21,512.00",498
153,Southern,SO,Utilities,Utilities - Regulated Electric,"21,419.00","4,739.00"
154,AutoNation,AN,Consumer Cyclical,Auto & Truck Dealerships,"21,335.70",450
155,DXC Technology,DXC,Technology,Information Technology Services,"21,184.00","1,257.00"
156,McDonald's,MCD,Consumer Cyclical,Restaurants,"21,076.50","6,025.40"
157,Marriott International,MAR,Consumer Cyclical,Lodging,"20,972.00","1,273.00"
158,ManpowerGroup,MAN,Industrials,Staffing & Employment Services,"20,863.50",465.7
159,Bank of New York Mellon,BK,Financial Services,Asset Management,"20,822.00","4,441.00"
160,Hartford Financial Services Group,HIG,Financial Services,Insurance - Property & Casualty,"20,740.00","2,085.00"
161,Danaher,DHR,Healthcare,Diagnostics & Research,"20,521.20","3,008.20"
162,Whirlpool,WHR,Consumer Cyclical,"Furnishings, Fixtures & Appliances","20,419.00","1,184.00"
163,AECOM,ACM,Industrials,Engineering & Construction,"20,173.30",-261.1
164,Netflix,NFLX,Communication Services,Entertainment,"20,156.40","1,866.90"
165,Kohl's,KSS,Consumer Cyclical,Department Stores,"19,974.00",691
166,Lear,LEA,Consumer Cyclical,Auto Parts,"19,810.30",753.6
167,Altria Group,MO,Consumer Defensive,Tobacco,"19,796.00","-1,293.00"
168,Performance Food Group,PFGC,Consumer Defensive,Food Distribution,"19,743.50",166.8
169,Avnet,AVT,Technology,Electronics & Computer Distribution,"19,518.60",176.3
170,Synchrony Financial,SYF,Financial Services,Credit Services,"19,461.00","3,747.00"
171,Genuine Parts,GPC,Consumer Cyclical,Specialty Retail,"19,392.30",621.1
172,NextEra Energy,NEE,Utilities,Utilities - Regulated Electric,"19,204.00","3,769.00"
173,CarMax,KMX,Consumer Cyclical,Auto & Truck Dealerships,"19,146.00",842.4
174,Tenet Healthcare,THC,Healthcare,Medical Care Facilities,"18,479.00",-232
175,Kimberly-Clark,KMB,Consumer Defensive,Household & Personal Products,"18,450.00","2,157.00"
176,Emerson Electric,EMR,Industrials,Specialty Industrial Machinery,"18,372.00","2,306.00"
177,WestRock,WRK,Consumer Cyclical,Packaging & Containers,"18,289.00",862.9
178,CDW,CDW,Technology,Information Technology Services,"18,032.40",736.8
179,Jones Lang LaSalle,JLL,Real Estate,Real Estate Services,"17,983.20",535.3
180,Sherwin-Williams,SHW,Basic Materials,Specialty Chemicals,"17,900.80","1,541.30"
181,Fluor,FLR,Industrials,Engineering & Construction,"17,817.20","-1,305.00"
182,PayPal Holdings,PYPL,Financial Services,Credit Services,"17,772.00","2,459.00"
183,D.R. Horton,DHI,Consumer Cyclical,Residential Construction,"17,592.90","1,618.50"
184,HollyFrontier,HFC,,,"17,486.60",772.4
185,Tenneco,,,,"17,450.00",-334
186,EOG Resources,EOG,Energy,Oil & Gas E&P,"17,380.00","2,734.90"
187,Becton Dickinson,BDX,Healthcare,Medical Instruments & Supplies,"17,290.00","1,233.00"
188,Lincoln National,LNC,Financial Services,Insurance - Life,"17,258.00",886
189,PG&E,PCG,Utilities,Utilities - Regulated Electric,"17,129.00","-7,656.00"
190,salesforce.com,CRM,Technology,Software - Application,"17,098.00",126
191,Mastercard,MA,Financial Services,Credit Services,"16,883.00","8,118.00"
192,General Mills,GIS,Consumer Defensive,Packaged Foods,"16,865.20","1,752.70"
193,Molina Healthcare,MOH,Healthcare,Healthcare Plans,"16,829.00",737
194,Cognizant Technology Solutions,CTSH,Technology,Information Technology Services,"16,783.00","1,842.00"
195,Marsh & McLennan,MMC,Financial Services,Insurance Brokers,"16,652.00","1,742.00"
196,XPO Logistics,XPO,Industrials,Trucking,"16,648.00",419
197,Dominion Energy,D,Utilities,Utilities - Regulated Electric,"16,572.00","1,358.00"
198,Western Digital,WDC,Technology,Computer Hardware,"16,569.00",-754
199,Gap,GPS,Consumer Cyclical,Apparel Retail,"16,383.00",351
200,Aramark,ARMK,Industrials,Specialty Business Services,"16,227.30",448.5
201,Principal Financial,PFG,Financial Services,Asset Management,"16,222.10","1,394.20"
202,Ross Stores,ROST,Consumer Cyclical,Apparel Retail,"16,039.10","1,660.90"
203,Colgate-Palmolive,CL,Consumer Defensive,Household & Personal Products,"15,693.00","2,367.00"
204,American Electric Power,AEP,Utilities,Utilities - Regulated Electric,"15,561.40","1,921.10"
205,Nordstrom,JWN,Consumer Cyclical,Department Stores,"15,524.00",496
206,Jacobs Engineering Group,J,Industrials,Engineering & Construction,"15,463.60",848
207,Waste Management,WM,Industrials,Waste Management,"15,455.00","1,670.00"
208,C.H. Robinson Worldwide,CHRW,Industrials,Integrated Freight & Logistics,"15,309.50",577
209,PPG Industries,PPG,Basic Materials,Specialty Chemicals,"15,146.00","1,243.00"
210,Booking Holdings,BKNG,Consumer Cyclical,Travel Services,"15,066.00","4,865.00"
211,Omnicom Group,OMC,Communication Services,Advertising Agencies,"14,953.70","1,339.10"
212,Loews,L,Financial Services,Insurance - Property & Casualty,"14,931.00",932
213,Ecolab,ECL,Basic Materials,Specialty Chemicals,"14,906.30","1,558.90"
214,Stryker,SYK,Healthcare,Medical Devices,"14,884.00","2,083.00"
215,Estee Lauder,EL,Consumer Defensive,Household & Personal Products,"14,863.00","1,785.00"
216,Goodyear Tire & Rubber,GT,Consumer Cyclical,Auto Parts,"14,745.00",-311
217,Truist Financial,TFC,Financial Services,Banks - Regional,"14,664.00","3,224.00"
218,Applied Materials,AMAT,Technology,Semiconductor Equipment & Materials,"14,608.00","2,706.00"
219,BlackRock,BLK,Financial Services,Asset Management,"14,539.00","4,476.00"
220,Stanley Black & Decker,SWK,Industrials,Tools & Accessories,"14,442.20",955.8
221,Freeport-McMoRan,FCX,Basic Materials,Copper,"14,402.00",-239
222,Texas Instruments,TXN,Technology,Semiconductors,"14,383.00","5,017.00"
223,Biogen,BIIB,Healthcare,Drug Manufacturers - General,"14,377.90","5,888.50"
224,Parker-Hannifin,PH,Industrials,Specialty Industrial Machinery,"14,320.30","1,512.40"
225,Reinsurance Group of America,RGA,Financial Services,Insurance - Reinsurance,"14,300.00",870
226,Howmet Aerospace,HWM,Industrials,Aerospace & Defense,"14,192.00",470
227,Automatic Data Processing,ADP,Industrials,Staffing & Employment Services,"14,175.20","2,292.80"
228,Uber Technologies,UBER,Technology,Software - Application,"14,147.00","-8,506.00"
229,Illinois Tool Works,ITW,Industrials,Specialty Industrial Machinery,"14,109.00","2,521.00"
230,DaVita,DVA,Healthcare,Medical Care Facilities,"14,101.50",811
231,Discover Financial Services,DFS,Financial Services,Credit Services,"13,989.00","2,957.00"
232,Land O'Lakes,,,,"13,887.70",205.9
233,VF,VFC,Consumer Cyclical,Apparel Manufacturing,"13,870.60","1,259.80"
234,Corteva,CTVA,Basic Materials,Agricultural Inputs,"13,846.00",-959
235,Las Vegas Sands,LVS,Consumer Cyclical,Resorts & Casinos,"13,739.00","2,698.00"
236,Textron,TXT,Industrials,Aerospace & Defense,"13,630.00",815
237,Kellogg,K,Consumer Defensive,Packaged Foods,"13,578.00",960
238,Guardian Life Ins. Co. of America,,,,"13,476.70",679.8
239,Qurate Retail,QRTEA,Consumer Cyclical,Internet Retail,"13,458.00",-456
240,Core-Mark Holding,,,,"13,329.20",57.7
241,Community Health Systems,CYH,Healthcare,Medical Care Facilities,"13,210.00",-675
242,Kinder Morgan,KMI,Energy,Oil & Gas Midstream,"13,209.00","2,190.00"
243,BJ's Wholesale Club,BJ,Consumer Defensive,Discount Stores,"13,190.70",187.2
244,State Street,STT,Financial Services,Asset Management,"13,131.00","2,242.00"
245,Ameriprise Financial,AMP,Financial Services,Asset Management,"13,103.00","1,893.00"
246,Global Partners,GLP,Energy,Oil & Gas Midstream,"13,081.70",35.9
247,United States Steel,X,Basic Materials,Steel,"12,937.00",-630
248,L Brands,LB,,,"12,914.20",-366.4
249,MGM Resorts International,MGM,Consumer Cyclical,Resorts & Casinos,"12,899.70","2,049.10"
250,L3Harris Technologies,LHX,Industrials,Aerospace & Defense,"12,856.00","1,333.00"
251,DISH Network,DISH,,,"12,807.70","1,399.50"
252,Lithia Motors,LAD,Consumer Cyclical,Auto & Truck Dealerships,"12,672.70",271.5
253,DTE Energy,DTE,Utilities,Utilities - Regulated Electric,"12,669.00","1,169.00"
254,American Family Insurance Group,,,,"12,633.20",455.9
255,Farmers Insurance Exchange,,,,"12,592.50",55.3
256,Consolidated Edison,ED,Utilities,Utilities - Regulated Electric,"12,574.00","1,343.00"
257,LKQ,LKQ,Consumer Cyclical,Auto Parts,"12,506.10",541.3
258,Sempra Energy,SRE,Utilities,Utilities - Diversified,"12,443.00","2,197.00"
259,Edison International,EIX,Utilities,Utilities - Regulated Electric,"12,347.00","1,284.00"
260,CenterPoint Energy,CNP,Utilities,Utilities - Regulated Electric,"12,301.00",791
261,Quanta Services,PWR,Industrials,Engineering & Construction,"12,112.20",402
262,Murphy USA,MUSA,Consumer Cyclical,Specialty Retail,"12,101.30",154.8
263,Expedia Group,EXPE,Consumer Cyclical,Travel Services,"12,067.00",565
264,Group 1 Automotive,GPI,Consumer Cyclical,Auto & Truck Dealerships,"12,043.80",174
265,Bed Bath & Beyond,BBBY,,,"12,028.80",-137.2
266,Unum Group,UNM,Financial Services,Insurance - Life,"11,998.90","1,100.30"
267,CSX,CSX,Industrials,Railroads,"11,937.00","3,331.00"
268,AutoZone,AZO,Consumer Cyclical,Specialty Retail,"11,863.70","1,617.20"
269,Pacific Life,,,,"11,847.00",725
270,Vistra Energy,VST,Utilities,Utilities - Independent Power Producers,"11,809.00",928
271,Charles Schwab,SCHW,Financial Services,Capital Markets,"11,785.00","3,704.00"
272,Crown Holdings,CCK,Consumer Cyclical,Packaging & Containers,"11,665.00",510
273,Ally Financial,ALLY,Financial Services,Credit Services,"11,618.00","1,715.00"
274,Laboratory Corp. of America,LH,Healthcare,Diagnostics & Research,"11,554.80",823.8
275,Live Nation Entertainment,LYV,Communication Services,Entertainment,"11,548.00",69.9
276,Xcel Energy,XEL,Utilities,Utilities - Regulated Electric,"11,529.00","1,372.00"
277,Corning,GLW,Technology,Electronic Components,"11,503.00",960
278,W.W. Grainger,GWW,Industrials,Industrial Distribution,"11,486.00",849
279,Ball,BALL,Consumer Cyclical,Packaging & Containers,"11,474.00",566
280,Fox,FOXA,Communication Services,Entertainment,"11,389.00","1,595.00"
281,Universal Health Services,UHS,Healthcare,Medical Care Facilities,"11,378.30",814.9
282,Baxter International,BAX,Healthcare,Medical Instruments & Supplies,"11,362.00","1,001.00"
283,Norfolk Southern,NSC,Industrials,Railroads,"11,296.00","2,722.00"
284,Navistar International,NAV,,,"11,251.00",221
285,Adobe,ADBE,Technology,Software - Infrastructure,"11,171.30","2,951.50"
286,J.C. Penney,,,,"11,167.00",-268
287,Discovery,DISCA,,,"11,144.00","2,069.00"
288,Keurig Dr Pepper,KDP,Consumer Defensive,Beverages - Non-Alcoholic,"11,120.00","1,254.00"
289,Leidos Holdings,LDOS,Technology,Information Technology Services,"11,094.00",667
290,IQVIA Holdings,IQV,Healthcare,Diagnostics & Research,"11,088.00",191
291,Reliance Steel & Aluminum,RS,Basic Materials,Steel,"10,973.80",701.5
292,Nvidia,NVDA,Technology,Semiconductors,"10,918.00","2,796.00"
293,Entergy,ETR,Utilities,Utilities - Regulated Electric,"10,878.70","1,241.20"
294,FirstEnergy,FE,Utilities,Utilities - Regulated Electric,"10,850.00",912
295,eBay,EBAY,Consumer Cyclical,Internet Retail,"10,800.00","1,786.00"
296,Boston Scientific,BSX,Healthcare,Medical Devices,"10,735.00","4,700.00"
297,Office Depot,ODP,Consumer Cyclical,Specialty Retail,"10,647.00",99
298,Molson Coors Beverage,TAP,Consumer Defensive,Beverages - Brewers,"10,579.40",241.7
299,Steel Dynamics,STLD,Basic Materials,Steel,"10,465.00",671.1
300,Mutual of Omaha Insurance,,,,"10,455.70",271.5
301,Sonic Automotive,SAH,Consumer Cyclical,Auto & Truck Dealerships,"10,454.30",144.1
302,Alcoa,AA,Basic Materials,Aluminum,"10,433.00","-1,125.00"
303,Fidelity National Information Services,FIS,Technology,Information Technology Services,"10,333.00",298
304,Henry Schein,HSIC,Healthcare,Medical Distribution,"10,305.30",694.7
305,Republic Services,RSG,Industrials,Waste Management,"10,299.40","1,073.30"
306,Liberty Media,LSXMA,Communication Services,Broadcasting,"10,292.00",106
307,Peter Kiewit Sons',,,,"10,283.00",419
308,Interpublic Group,IPG,Communication Services,Advertising Agencies,"10,221.30",656
309,PulteGroup,PHM,Consumer Cyclical,Residential Construction,"10,213.00","1,016.70"
310,AES,AES,Utilities,Utilities - Diversified,"10,189.00",303
311,Fiserv,FISV,,,"10,187.00",893
312,BorgWarner,BWA,Consumer Cyclical,Auto Parts,"10,168.00",746
313,Oneok,OKE,Energy,Oil & Gas Midstream,"10,164.40","1,278.60"
314,O'Reilly Automotive,ORLY,Consumer Cyclical,Specialty Retail,"10,150.00","1,391.00"
315,Assurant,AIZ,Financial Services,Insurance - Specialty,"10,086.80",382.6
316,Newell Brands,NWL,Consumer Defensive,Household & Personal Products,"10,083.10",106.6
317,Public Service Enterprise Group,PEG,Utilities,Utilities - Regulated Electric,"10,076.00","1,693.00"
318,News Corp.,NWSA,Communication Services,Entertainment,"10,074.00",155
319,Calpine,,,,"10,072.00",770
320,Auto-Owners Insurance,,,,"10,007.40","1,352.40"
321,Mohawk Industries,MHK,Consumer Cyclical,"Furnishings, Fixtures & Appliances","9,970.70",744.2
322,PVH,PVH,Consumer Cyclical,Apparel Manufacturing,"9,909.00",417.3
322,Campbell Soup,CPB,Consumer Defensive,Packaged Foods,"9,909.00",211
324,NRG Energy,NRG,Utilities,Utilities - Independent Power Producers,"9,871.00","4,438.00"
325,Fifth Third Bancorp,FITB,Financial Services,Banks - Regional,"9,790.00","2,512.00"
326,Hertz Global Holdings,HTZ,Industrials,Rental & Leasing Services,"9,779.00",-58
327,Altice USA,ATUS,Communication Services,Telecom Services,"9,760.90",138.9
328,Newmont,NEM,Basic Materials,Gold,"9,740.00","2,805.00"
329,Cheniere Energy,LNG,Energy,Oil & Gas Midstream,"9,730.00",648
330,Advance Auto Parts,AAP,Consumer Cyclical,Specialty Retail,"9,709.00",486.9
331,Lam Research,LRCX,Technology,Semiconductor Equipment & Materials,"9,653.60","2,191.40"
332,Owens & Minor,OMI,Healthcare,Medical Distribution,"9,650.00",-62.4
333,Equitable Holdings,EQH,Financial Services,Insurance - Diversified,"9,591.00","-1,733.00"
334,Conagra Brands,CAG,Consumer Defensive,Packaged Foods,"9,538.40",678.3
335,Markel,MKL,Financial Services,Insurance - Property & Casualty,"9,526.20","1,790.50"
336,Jones Financial (Edward Jones),,,,"9,526.00","1,092.00"
337,Hormel Foods,HRL,Consumer Defensive,Packaged Foods,"9,497.30",978.8
338,Hilton Worldwide Holdings,HLT,Consumer Cyclical,Lodging,"9,452.00",881
339,Univar Solutions,UNVR,,,"9,443.80",-100.2
340,United Rentals,URI,Industrials,Rental & Leasing Services,"9,351.00","1,174.00"
341,Pioneer Natural Resources,PXD,Energy,Oil & Gas E&P,"9,304.00",756
342,Delek US Holdings,DK,Energy,Oil & Gas Refining & Marketing,"9,298.20",310.6
343,Eastman Chemical,EMN,Basic Materials,Specialty Chemicals,"9,273.00",759
344,EMCOR Group,EME,Industrials,Engineering & Construction,"9,174.60",325.1
345,Avis Budget Group,CAR,Industrials,Rental & Leasing Services,"9,172.00",302
346,J.B. Hunt Transport Services,JBHT,Industrials,Integrated Freight & Logistics,"9,165.30",516.3
347,Xerox Holdings,XRX,Technology,Information Technology Services,"9,145.00","1,353.00"
348,Wayfair,W,Consumer Cyclical,Internet Retail,"9,127.10",-984.6
