Rank,Name,Ticker,Sector,Industry,Revenue,Profit
169,Genuine Parts,GPC,Consumer Cyclical,Specialty Retail,18735.1,810.5
170,Freeport-McMoRan,FCX,Basic Materials,Copper,18628,2602
171,Kimberly-Clark,KMB,Consumer Defensive,Household & Personal Products,18486,1410
172,Tenet Healthcare,THC,Healthcare,Medical Care Facilities,18313,111
173,Synchrony Financial,SYF,Financial Services,Credit Services,18253,2790
174,CarMax,KMX,Consumer Cyclical,Auto & Truck Dealerships,17976.8,664.1
175,HollyFrontier,HFC,Energy,,17714.7,1098
176,Performance Food Group,PFGC,Consumer Defensive,Food Distribution,17619.9,198.7
177,Sherwin-Williams,SHW,Basic Materials,Specialty Chemicals,17534.5,1108.7
178,Emerson Electric,EMR,Industrials,Specialty Industrial Machinery,17408,2203
179,NGL Energy Partners,NGL,Energy,Oil & Gas Midstream,17282.7,-70.9
180,XPO Logistics,XPO,Industrials,Trucking,17279,422
181,EOG Resources,EOG,Energy,Oil & Gas E&P,17275.4,3419
182,Applied Materials,AMAT,Technology,Semiconductor Equipment & Materials,17253,3313
183,PG&E,PCG,Utilities,Utilities - Regulated Electric,16759,-6851
184,NextEra Energy,NEE,Utilities,Utilities - Regulated Electric,16727,6638
185,C.H. Robinson Worldwide,CHRW,Industrials,Integrated Freight & Logistics,16631.2,664.5
186,Gap,GPS,Consumer Cyclical,Apparel Retail,16580,1003
187,Lincoln National,LNC,Financial Services,Insurance - Life,16424,1641
188,DaVita,DVA,Healthcare,Medical Care Facilities,16368.6,159.4
189,Jones Lang LaSalle,JLL,Real Estate,Real Estate Services,16318.4,484.5
190,WestRock,WRK,Consumer Cyclical,Packaging & Containers,16285.1,1906.1
191,CDW,CDW,Technology,Information Technology Services,16240.5,643
192,American Electric Power,AEP,Utilities,Utilities - Regulated Electric,16195.7,1923.8
193,Cognizant Technology Solutions,CTSH,Technology,Information Technology Services,16125,2101
194,D.R. Horton,DHI,Consumer Cyclical,Residential Construction,16068,1460.3
195,Becton Dickinson,BDX,Healthcare,Medical Instruments & Supplies,15983,311
196,Nordstrom,JWN,Consumer Cyclical,Department Stores,15860,564
197,Netflix,NFLX,Communication Services,Entertainment,15794.3,1211.2
198,Aramark,ARMK,Industrials,Specialty Business Services,15789.6,567.9
199,Texas Instruments,TXN,Technology,Semiconductors,15784,5580
200,General Mills,GIS,Consumer Defensive,Packaged Foods,15740.4,2131
201,Supervalu,SVU,Consumer Defensive,,15679,45
202,Colgate-Palmolive,CL,Consumer Defensive,Household & Personal Products,15544,2400
203,Goodyear Tire & Rubber,GT,Consumer Cyclical,Auto Parts,15475,693
204,PayPal Holdings,PYPL,Financial Services,Credit Services,15451,2057
205,PPG Industries,PPG,Basic Materials,Specialty Chemicals,15374,1341
206,Omnicom Group,OMC,Communication Services,Advertising Agencies,15290.2,1326.4
207,Celgene,BMY,Healthcare,Drug Manufacturers - General,15281,4046
208,Jacobs Engineering Group,J,Industrials,Engineering & Construction,14984.6,163.4
209,Ross Stores,ROST,Consumer Cyclical,Apparel Retail,14983.5,1587.5
210,Marsh & McLennan,MMC,Financial Services,Insurance Brokers,14950,1650
210,Mastercard,MA,Financial Services,Credit Services,14950,5859
212,Land O'Lakes,,Consumer Defensive,,14936.2,254.5
213,Waste Management,WM,Industrials,Waste Management,14914,1925
214,Illinois Tool Works,ITW,Industrials,Specialty Industrial Machinery,14768,2563
215,Ecolab,ECL,Basic Materials,Specialty Chemicals,14668.2,1429.1
216,Booking Holdings,BKNG,Consumer Cyclical,Travel Services,14527,3998
217,CBS,PARA,Communication Services,Entertainment,14514,1960
218,Parker-Hannifin,PH,Industrials,Specialty Industrial Machinery,14302.4,1060.8
219,Principal Financial,PFG,Financial Services,Asset Management,14237.2,1546.5
220,DTE Energy,DTE,Utilities,Utilities - Regulated Electric,14212,1120
221,BlackRock,BLK,Financial Services,Asset Management,14198,4305
222,United States Steel,X,Basic Materials,Steel,14178,1115
223,Community Health Systems,CYH,Healthcare,Medical Care Facilities,14155,-788
224,Kinder Morgan,KMI,Energy,Oil & Gas Midstream,14144,1609
225,Qurate Retail,QRTEA,Consumer Cyclical,Internet Retail,14070,916
226,Loews,L,Financial Services,Insurance - Property & Casualty,14066,636
227,Arconic,ARNC,Industrials,,14014,642
228,Stanley Black & Decker,SWK,Industrials,Tools & Accessories,13982.4,605.2
229,Textron,TXT,Industrials,Aerospace & Defense,13972,1222
230,Las Vegas Sands,LVS,Consumer Cyclical,Resorts & Casinos,13729,2413
231,Estee Lauder,EL,Consumer Defensive,Household & Personal Products,13683,1108
232,DISH Network,DISH,Communication Services,,13621.3,1575.1
233,Stryker,SYK,Healthcare,Medical Devices,13601,3553
234,Kellogg,K,Consumer Defensive,Packaged Foods,13547,1336
235,Biogen,BIIB,Healthcare,Drug Manufacturers - General,13452.9,4430.7
236,Alcoa,AA,Basic Materials,Aluminum,13403,227
237,Anadarko Petroleum,APC,Energy,,13382,615
238,Dominion Energy,D,Utilities,Utilities - Regulated Electric,13366,2447
239,ADP,ADP,Industrials,Staffing & Employment Services,13325.8,1620.8
240,salesforce.com,CRM,Technology,Software - Application,13282,1110
241,L Brands,LB,Consumer Cyclical,,13236.9,643.9
242,Henry Schein,HSIC,Healthcare,Medical Distribution,13202,535.9
243,Newell Brands,NWL,Consumer Defensive,Household & Personal Products,13033.1,-6917.9
244,Guardian Life Ins. Co. of America,,Financial Services,,13014.9,464.9
245,BJ's Wholesale Club,BJ,Consumer Defensive,Discount Stores,13007.3,127.3
246,BB&T Corp.,,Financial Services,,12996,3237
247,State Street Corp.,STT,Financial Services,Asset Management,12973,2599
248,Viacom,,Communication Services,,12943,1719
249,Ameriprise Financial,AMP,Financial Services,Asset Management,12924,2098
250,Core-Mark Holding,,Consumer Defensive,,12903.9,45.5
251,Reinsurance Group of America,RGA,Financial Services,Insurance - Reinsurance,12875.7,715.8
252,VF,VFC,Consumer Cyclical,Apparel Manufacturing,12862.3,658.6
253,Discover Financial Services,DFS,Financial Services,Credit Services,12848,2742
254,Global Partners,GLP,Energy,Oil & Gas Midstream,12672.6,103.9
255,Edison International,EIX,Utilities,Utilities - Regulated Electric,12657,-423
256,Oneok,OKE,Energy,Oil & Gas Midstream,12593.2,1151.7
257,Murphy USA,MUSA,Consumer Cyclical,Specialty Retail,12524,213.6
258,Bed Bath & Beyond,BBBY,Consumer Cyclical,,12349.3,424.9
259,Consolidated Edison,ED,Utilities,Utilities - Regulated Electric,12337,1382
260,CSX,CSX,Industrials,Railroads,12250,3309
261,J.C. Penney,,Consumer Cyclical,,12019,-255
262,LKQ,LKQ,Consumer Cyclical,Auto Parts,11876.7,480.1
263,FirstEnergy,FE,Utilities,Utilities - Regulated Electric,11864,1348
264,Steel Dynamics,STLD,Basic Materials,Steel,11821.8,1258.4
265,Lithia Motors,LAD,Consumer Cyclical,Auto & Truck Dealerships,11821.4,265.7
266,MGM Resorts International,MGM,Consumer Cyclical,Resorts & Casinos,11763.1,466.8
267,Tenneco,,Consumer Cyclical,,11763,55
268,Nvidia,NVDA,Technology,Semiconductors,11716,4141
269,Sempra Energy,SRE,Utilities,Utilities - Diversified,11687,1049
270,Farmers Insurance Exchange,,Financial Services,,11650.4,-70.5
271,Ball,BALL,Basic Materials,Packaging & Containers,11635,454
272,Group 1 Automotive,GPI,Consumer Cyclical,Auto & Truck Dealerships,11601.4,157.8
273,Unum Group,UNM,Financial Services,Insurance - Life,11598.5,523.4
274,Xcel Energy,XEL,Utilities,Utilities - Regulated Electric,11537,1261
275,Reliance Steel & Aluminum,RS,Basic Materials,Steel,11534.5,633.7
276,Huntsman,HUN,Basic Materials,Chemicals,11527,337
277,Norfolk Southern,NSC,Industrials,Railroads,11458,2666
278,Laboratory Corp. of America,LH,Healthcare,Diagnostics & Research,11333.4,883.7
279,Corning,GLW,Technology,Electronic Components,11290,1066
280,Expedia Group,EXPE,Consumer Cyclical,Travel Services,11223,406
281,AutoZone,AZO,Consumer Cyclical,Specialty Retail,11221.1,1337.5
282,W.W. Grainger,GWW,Industrials,Industrial Distribution,11221,782
283,Quanta Services,PWR,Industrials,Engineering & Construction,11171.4,293.3
284,Crown Holdings,CCK,Consumer Cyclical,Packaging & Containers,11151,439
285,Office Depot,ODP,Consumer Cyclical,Specialty Retail,11130,104
286,Baxter International,BAX,Healthcare,Medical Instruments & Supplies,11127,1624
287,Lam Research,LRCX,Technology,Semiconductor Equipment & Materials,11077,2380.7
288,Entergy,ETR,Utilities,Utilities - Regulated Electric,11009.5,848.7
289,Charles Schwab,SCHW,Financial Services,Capital Markets,10989,3507
290,L3 Technologies,LHX,Industrials,Aerospace & Defense,10841,1005
291,NRG Energy,NRG,Utilities,Utilities - Independent Power Producers,10797,268
292,Live Nation Entertainment,LYV,Communication Services,Entertainment,10787.8,60.2
293,Universal Health Services,UHS,Healthcare,Medical Care Facilities,10772.3,779.7
294,Molson Coors Brewing,TAP,Consumer Defensive,Beverages - Brewers,10769.6,1116.5
295,eBay,EBAY,Consumer Cyclical,Internet Retail,10746,2530
296,AES,AES,Utilities,Utilities - Diversified,10736,1203
297,Devon Energy,DVN,Energy,Oil & Gas E&P,10734,3064
298,Pacific Life,,Financial Services,,10699,913
299,CenterPoint Energy,CNP,Utilities,Utilities - Regulated Electric,10589,368
300,Discovery,DISCA,Financial Services,,10553,594
301,BorgWarner,BWA,Consumer Cyclical,Auto Parts,10529.6,930.7
302,Targa Resources,TRGP,Energy,Oil & Gas Midstream,10484,1.6
303,Ally Financial,ALLY,Financial Services,Credit Services,10466,1263
304,SunTrust Banks,TFC,Financial Services,Banks - Regional,10431,2775
305,IQVIA Holdings,IQV,Healthcare,Diagnostics & Research,10412,259
306,American Family Insurance Group,,Financial Services,,10336.2,295.3
307,Delek US Holdings,DK,Energy,Oil & Gas Refining & Marketing,10265.6,340.1
308,Navistar International,NAV,Industrials,,10250,340
309,Chesapeake Energy,CHK,Energy,Oil & Gas E&P,10231,873
310,United Natural Foods,UNFI,Consumer Defensive,Food Distribution,10226.7,165.7
311,Leidos Holdings,LDOS,Technology,Information Technology Services,10194,581
312,PulteGroup,PHM,Consumer Cyclical,Residential Construction,10188.3,1022
313,Eastman Chemical,EMN,Basic Materials,Specialty Chemicals,10151,1080
314,Republic Services,RSG,Industrials,Waste Management,10040.9,1036.9
315,Mohawk Industries,MHK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",9983.6,861.7
316,Sonic Automotive,SAH,Consumer Cyclical,Auto & Truck Dealerships,9951.6,51.7
317,Owens & Minor,OMI,Healthcare,Medical Distribution,9838.7,-437
318,Xerox,XRX,Technology,Information Technology Services,9830,361
319,Boston Scientific,BSX,Healthcare,Medical Devices,9823,1671
320,DCP Midstream,DCP,Energy,,9822,298
321,Autoliv,ALV,Consumer Cyclical,Auto Parts,9801.1,190.4
322,Interpublic Group,IPG,Communication Services,Advertising Agencies,9714.4,618.9
323,Public Service Enterprise Group,PEG,Utilities,Utilities - Regulated Electric,9696,1438
324,PVH,PVH,Consumer Cyclical,Apparel Manufacturing,9656.8,746.4
325,Mosaic,MOS,Basic Materials,Agricultural Inputs,9587.3,470
326,Advance Auto Parts,AAP,Consumer Cyclical,Specialty Retail,9580.6,423.8
327,Altice USA,ATUS,Communication Services,Telecom Services,9566.6,18.8
328,Hormel Foods,HRL,Consumer Defensive,Packaged Foods,9545.7,1012.1
329,O'Reilly Automotive,ORLY,Consumer Cyclical,Specialty Retail,9536.4,1324.5
330,Calpine,,Utilities,,9512,10
331,Hertz Global Holdings,HTZ,Industrials,Rental & Leasing Services,9504,-225
332,First Data,FDC,Financial Services,,9498,1005
333,Pioneer Natural Resources,PXD,Energy,Oil & Gas E&P,9415,978
334,Coty,COTY,Consumer Defensive,Household & Personal Products,9398,-168.8
335,AGCO,AGCO,Industrials,Farm & Heavy Construction Machinery,9352,285.5
336,Mutual of Omaha Insurance,,Financial Services,,9347.2,277.3
337,Vistra Energy,VST,Utilities,Utilities - Independent Power Producers,9144,-54
338,Avis Budget Group,CAR,Industrials,Rental & Leasing Services,9124,165
339,Adobe,ADBE,Technology,Software - Infrastructure,9030,2590.8
340,Peter Kiewit Sons',,Industrials,,9025,468
341,News Corp.,NWSA,Communication Services,Entertainment,9024,-1514
342,Brighthouse Financial,BHF,Financial Services,Insurance - Life,8965,865
343,Voya Financial,VOYA,Financial Services,Financial Conglomerates,8934,875
344,Air Products & Chemicals,APD,Basic Materials,Specialty Chemicals,8930.2,1497.8
345,Hilton Worldwide Holdings,HLT,Consumer Cyclical,Lodging,8906,764
346,GameStop,GME,Consumer Cyclical,Specialty Retail,8850.7,-673
347,Veritiv,VRTV,Industrials,,8696.2,-15.7
348,Williams,WMB,Energy,Oil & Gas Midstream,8686,-155
349,Campbell Soup,CPB,Consumer Defensive,Packaged Foods,8685,261
350,Rockwell Collins,,Industrials,,8665,1032
351,Thrivent Financial for Lutherans,,Financial Services,,8635.2,1233.9
352,Westlake Chemical,WLK,Basic Materials,Specialty Chemicals,8635,996
353,Univar,UNVR,Basic Materials,,8632.5,172.3
354,J.B. Hunt Transport Services,JBHT,Industrials,Integrated Freight & Logistics,8614.9,489.6
355,Frontier Communications,FYBR,Communication Services,Telecom Services,8611,-643
356,Jones Financial (Edward Jones),,Financial Services,,8594,990
357,National Oilwell Varco,NOV,Energy,Oil & Gas Equipment & Services,8453,-31
358,Eversource Energy,ES,Utilities,Utilities - Regulated Electric,8448.2,1033
359,Dick's Sporting Goods,DKS,Consumer Cyclical,Specialty Retail,8436.6,319.9
360,Genworth Financial,GNW,Financial Services,Insurance - Life,8430,119
361,Fidelity National Information Services,FIS,Technology,Information Technology Services,8423,846
362,Yum China Holdings,YUMC,Consumer Cyclical,Restaurants,8415,708
363,Ryder System,R,Industrials,Rental & Leasing Services,8409.2,273.3
364,Anixter International,AXE,Industrials,,8400.2,156.3
365,Caesars Entertainment,CZR,Consumer Cyclical,Resorts & Casinos,8391,303
366,Masco,MAS,Industrials,Building Products & Equipment,8359,734
367,Thor Industries,THO,Consumer Cyclical,Recreational Vehicles,8328.9,430.2
368,Alaska Air Group,ALK,Industrials,Airlines,8264,437
369,Amphenol,APH,Technology,Electronic Components,8202,1205
370,WESCO International,WCC,Industrials,Industrial Distribution,8176.6,227.3
371,Huntington Ingalls Industries,HII,Industrials,Aerospace & Defense,8176,836
372,Jefferies Financial Group,JEF,Financial Services,Capital Markets,8151.8,1026.8
373,Dana,DAN,Consumer Cyclical,Auto Parts,8143,427
374,Expeditors Intl. of Washington,EXPD,Industrials,Integrated Freight & Logistics,8138.4,618.2
375,EMCOR Group,EME,Industrials,Engineering & Construction,8130.6,283.5
376,Darden Restaurants,DRI,Consumer Cyclical,Restaurants,8080.1,596
377,SpartanNash,SPTN,Consumer Defensive,Food Distribution,8064.6,33.6
378,Assurant,AIZ,Financial Services,Insurance - Specialty,8057.6,251
379,United Rentals,URI,Industrials,Rental & Leasing Services,8047,1096
380,Liberty Media,LSXMA,Communication Services,Broadcasting,8040,531
381,Erie Insurance Group,,Financial Services,,8030.7,686.3
382,Auto-Owners Insurance,,Financial Services,,7999.3,754.5
383,Cheniere Energy,LNG,Energy,Oil & Gas Midstream,7987,471
384,Fifth Third Bancorp,FITB,Financial Services,Banks - Regional,7973,2193
385,Foot Locker,FL,Consumer Cyclical,Apparel Retail,7939,541
386,Conagra Brands,CAG,Consumer Defensive,Packaged Foods,7938.3,808.4
387,Zimmer Biomet Holdings,ZBH,Healthcare,Medical Devices,7932.9,-379.2
388,Tractor Supply,TSCO,Consumer Cyclical,Specialty Retail,7911,532.4
389,Berry Global Group,BERY,Consumer Cyclical,Packaging & Containers,7869,496
390,Alliance Data Systems,BFH,Financial Services,Credit Services,7791.2,963.1
391,Hershey,HSY,Consumer Defensive,Confectioners,7791.1,1177.6
392,PPL,PPL,Utilities,Utilities - Regulated Electric,7785,1827
393,Dean Foods,DFODQ,Consumer Defensive,,7755.3,-326.9
394,Builders FirstSource,BLDR,Industrials,Building Products & Equipment,7724.8,205.2
395,Oshkosh,OSK,Industrials,Farm & Heavy Construction Machinery,7705.5,471.9
396,EnLink Midstream,ENLC,Energy,Oil & Gas Midstream,7699,-13.2
397,W.R. Berkley,WRB,Financial Services,Insurance - Property & Casualty,7691.7,640.7
