Rank,Name,Ticker,Sector,Industry,Revenue,Profit
59,HP,HPQ,Technology,Computer Hardware,"$63,487","$6,503"
60,Boeing,BA,Industrials,Aerospace & Defense,"$62,286","-$4,202"
61,Morgan Stanley,MS,Financial Services,Capital Markets,"$61,121","$15,034"
62,HCA Healthcare,HCA,Healthcare,Medical Care Facilities,"$58,752","$6,956"
63,AbbVie,ABBV,Healthcare,Drug Manufacturers - General,"$56,197","$11,542"
64,Dow,DOW,Basic Materials,Chemicals,"$54,968","$6,311"
65,Tesla,TSLA,Consumer Cyclical,Auto Manufacturers,"$53,823","$5,519"
66,Allstate,ALL,Financial Services,Insurance - Property & Casualty,"$53,228","$1,599"
67,American International Group,AIG,Financial Services,Insurance - Diversified,"$52,057","$9,388"
68,Best Buy,BBY,Consumer Cyclical,Specialty Retail,"$51,761","$2,454"
69,Charter Communications,CHTR,Communication Services,Telecom Services,"$51,682","$4,654"
70,Sysco,SYY,Consumer Defensive,Food Distribution,"$51,298",$524
71,Merck,MRK,Healthcare,Drug Manufacturers - General,"$51,216","$13,049"
72,New York Life Insurance,,,,"$51,199",$277
73,Caterpillar,CAT,Industrials,Farm & Heavy Construction Machinery,"$50,971","$6,489"
74,Cisco Systems,CSCO,Technology,Communication Equipment,"$49,818","$10,591"
75,TJX,TJX,Consumer Cyclical,Apparel Retail,"$48,550","$3,283"
76,Publix Super Markets,,,,"$48,394","$4,412"
77,ConocoPhillips,COP,Energy,Oil & Gas E&P,"$48,349","$8,079"
78,Liberty Mutual Insurance Group,,,,"$48,200","$3,068"
79,Progressive,PGR,Financial Services,Insurance - Property & Casualty,"$47,702","$3,351"
80,Nationwide,,,,"$47,376","$1,617"
81,Tyson Foods,TSN,Consumer Defensive,Farm Products,"$47,049","$3,047"
82,Bristol-Myers Squibb,BMY,Healthcare,Drug Manufacturers - General,"$46,385","$6,994"
83,Nike,NKE,Consumer Cyclical,Footwear & Accessories,"$44,538","$5,727"
84,Deere,DE,Industrials,Farm & Heavy Construction Machinery,"$44,024","$5,963"
85,American Express,AXP,Financial Services,Credit Services,"$43,663","$8,060"
86,Abbott Laboratories,ABT,Healthcare,Medical Devices,"$43,075","$7,071"
87,StoneX Group,SNEX,Financial Services,Capital Markets,"$42,534",$116
88,Plains GP Holdings,PAGP,Energy,Oil & Gas Midstream,"$42,078",$60
89,Enterprise Products Partners,EPD,Energy,Oil & Gas Midstream,"$40,807","$4,638"
90,TIAA,,,,"$40,526","$4,061"
91,Oracle,ORCL,Technology,Software - Infrastructure,"$40,479","$13,746"
92,Thermo Fisher Scientific,TMO,Healthcare,Diagnostics & Research,"$39,211","$7,725"
93,Coca-Cola,KO,Consumer Defensive,Beverages - Non-Alcoholic,"$38,655","$9,771"
94,General Dynamics,GD,Industrials,Aerospace & Defense,"$38,469","$3,257"
95,CHS,,,,"$38,448",$554
96,United Services Automobile Assn.,,,,"$37,470","$3,300"
97,Northwestern Mutual,,,,"$36,751",$978
98,Nucor,NUE,Basic Materials,Steel,"$36,484","$6,828"
99,Exelon,EXC,Utilities,Utilities - Regulated Electric,"$36,347","$1,706"
100,Massachusetts Mutual Life Insurance,,,,"$35,900",$319
101,Northrop Grumman,NOC,Industrials,Aerospace & Defense,"$35,667","$7,005"
102,3M,MMM,Industrials,Conglomerates,"$35,355","$5,921"
103,Travelers,TRV,Financial Services,Insurance - Property & Casualty,"$34,816","$3,662"
104,Arrow Electronics,ARW,Technology,Electronics & Computer Distribution,"$34,477","$1,108"
105,Honeywell International,HON,Industrials,Conglomerates,"$34,392","$5,542"
106,Dollar General,DG,Consumer Defensive,Discount Stores,"$34,220","$2,399"
107,Qualcomm,QCOM,Technology,Semiconductors,"$33,566","$9,043"
108,Capital One Financial,COF,Financial Services,Credit Services,"$32,033","$12,390"
109,TD Synnex,SNX,Technology,Electronics & Computer Distribution,"$31,614",$395
110,Philip Morris International,PM,Consumer Defensive,Tobacco,"$31,405","$9,109"
111,World Fuel Services,INT,,,"$31,337",$74
112,Performance Food Group,PFGC,Consumer Defensive,Food Distribution,"$30,399",$41
113,Delta Air Lines,DAL,Industrials,Airlines,"$29,899",$280
114,American Airlines Group,AAL,Industrials,Airlines,"$29,882","-$1,993"
115,Netflix,NFLX,Communication Services,Entertainment,"$29,698","$5,116"
116,Paramount Global,PARA,Communication Services,Entertainment,"$29,579","$4,543"
117,US Foods Holding,USFD,Consumer Defensive,Food Distribution,"$29,487",$164
118,Danaher,DHR,Healthcare,Diagnostics & Research,"$29,453","$6,433"
119,Jabil,JBL,Technology,Electronic Components,"$29,285",$696
120,Starbucks,SBUX,Consumer Cyclical,Restaurants,"$29,061","$4,199"
121,Mondelez International,MDLZ,Consumer Defensive,Confectioners,"$28,720","$4,300"
122,Eli Lilly,LLY,Healthcare,Drug Manufacturers - General,"$28,318","$5,582"
123,Hewlett Packard Enterprise,HPE,Technology,Communication Equipment,"$27,784","$3,427"
124,D.R. Horton,DHI,Consumer Cyclical,Residential Construction,"$27,774","$4,176"
125,Molina Healthcare,MOH,Healthcare,Healthcare Plans,"$27,771",$659
126,CBRE Group,CBRE,Real Estate,Real Estate Services,"$27,746","$1,837"
127,Micron Technology,MU,Technology,Semiconductors,"$27,705","$5,861"
128,Broadcom,AVGO,Technology,Semiconductors,"$27,450","$6,736"
129,Gilead Sciences,GILD,Healthcare,Drug Manufacturers - General,"$27,305","$6,225"
130,PBF Energy,PBF,Energy,Oil & Gas Refining & Marketing,"$27,253",$231
131,Lennar,LEN,Consumer Cyclical,Residential Construction,"$27,131","$4,430"
132,United Natural Foods,UNFI,Consumer Defensive,Food Distribution,"$26,992",$149
133,NRG Energy,NRG,Utilities,Utilities - Independent Power Producers,"$26,989","$2,187"
134,Nvidia,NVDA,Technology,Semiconductors,"$26,914","$9,752"
135,Occidental Petroleum,OXY,Energy,Oil & Gas E&P,"$26,772","$2,322"
136,Salesforce,CRM,Technology,Software - Application,"$26,492","$1,444"
137,Dollar Tree,DLTR,Consumer Defensive,Discount Stores,"$26,321","$1,328"
138,KKR,KKR,Financial Services,Asset Management,"$26,141","$4,667"
139,Kraft Heinz,KHC,Consumer Defensive,Packaged Foods,"$26,042","$1,012"
140,Amgen,AMGN,Healthcare,Drug Manufacturers - General,"$25,979","$5,893"
141,AutoNation,AN,Consumer Cyclical,Auto & Truck Dealerships,"$25,844","$1,373"
142,Penske Automotive Group,PAG,Consumer Cyclical,Auto & Truck Dealerships,"$25,555","$1,188"
143,PayPal Holdings,PYPL,Financial Services,Credit Services,"$25,371","$4,169"
144,Macy's,M,Consumer Cyclical,Department Stores,"$25,292","$1,430"
145,Duke Energy,DUK,Utilities,Utilities - Regulated Electric,"$24,677","$3,908"
146,United Airlines Holdings,UAL,Industrials,Airlines,"$24,634","-$1,964"
147,Visa,V,Financial Services,Credit Services,"$24,105","$12,311"
148,Rite Aid,RAD,,,"$24,043",-$91
149,Cummins,CMI,Industrials,Specialty Industrial Machinery,"$24,021","$2,131"
150,U.S. Bancorp,USB,Financial Services,Banks - Regional,"$23,714","$7,963"
151,Paccar,PCAR,Industrials,Farm & Heavy Construction Machinery,"$23,522","$1,852"
152,McDonald's,MCD,Consumer Cyclical,Restaurants,"$23,223","$7,545"
153,Southern,SO,Utilities,Utilities - Regulated Electric,"$23,113","$2,393"
154,C.H. Robinson Worldwide,CHRW,Industrials,Integrated Freight & Logistics,"$23,102",$844
155,Truist Financial,TFC,Financial Services,Banks - Regional,"$23,064","$6,440"
156,Applied Materials,AMAT,Technology,Semiconductor Equipment & Materials,"$23,063","$5,888"
157,Freeport-McMoRan,FCX,Basic Materials,Copper,"$22,845","$4,306"
158,Lithia Motors,LAD,Consumer Cyclical,Auto & Truck Dealerships,"$22,832","$1,060"
159,Blackstone,BX,Financial Services,Asset Management,"$22,577","$5,857"
160,Hartford Financial Services Group,HIG,Financial Services,Insurance - Property & Casualty,"$22,390","$2,365"
161,Aflac,AFL,Financial Services,Insurance - Life,"$22,106","$4,325"
162,Whirlpool,WHR,Consumer Cyclical,"Furnishings, Fixtures & Appliances","$21,985","$1,783"
163,Union Pacific,UNP,Industrials,Railroads,"$21,804","$6,523"
164,International Paper,IP,Consumer Cyclical,Packaging & Containers,"$21,780","$1,752"
165,Altria Group,MO,Consumer Defensive,Tobacco,"$21,111","$2,475"
166,CDW,CDW,Technology,Information Technology Services,"$20,821",$989
167,ManpowerGroup,MAN,Industrials,Staffing & Employment Services,"$20,724",$382
168,PG&E,PCG,Utilities,Utilities - Regulated Electric,"$20,642",-$102
169,Carrier Global,CARR,Industrials,Building Products & Equipment,"$20,613","$1,664"
170,Baker Hughes,BKR,Energy,Oil & Gas Equipment & Services,"$20,502",-$219
171,Cleveland-Cliffs,CLF,Basic Materials,Steel,"$20,444","$2,988"
172,United States Steel,X,Basic Materials,Steel,"$20,275","$4,174"
173,Becton Dickinson,BDX,Healthcare,Medical Instruments & Supplies,"$20,248","$2,092"
174,CarMax,KMX,Consumer Cyclical,Auto & Truck Dealerships,"$20,092",$747
175,Sherwin-Williams,SHW,Basic Materials,Specialty Chemicals,"$19,945","$1,864"
176,Builders FirstSource,BLDR,Industrials,Building Products & Equipment,"$19,894","$1,725"
177,Marsh & McLennan,MMC,Financial Services,Insurance Brokers,"$19,820","$3,143"
178,PNC Financial Services Group,PNC,Financial Services,Banks - Regional,"$19,698","$5,674"
179,Lumen Technologies,LUMN,Communication Services,Telecom Services,"$19,687","$2,033"
180,Avnet,AVT,Technology,Electronics & Computer Distribution,"$19,535",$193
181,Tenet Healthcare,THC,Healthcare,Medical Care Facilities,"$19,485",$914
182,Kimberly-Clark,KMB,Consumer Defensive,Household & Personal Products,"$19,440","$1,814"
183,Kohl's,KSS,Consumer Cyclical,Department Stores,"$19,433",$938
184,BlackRock,BLK,Financial Services,Asset Management,"$19,374","$5,901"
185,Jones Lang LaSalle,JLL,Real Estate,Real Estate Services,"$19,367",$962
186,Lear,LEA,Consumer Cyclical,Auto Parts,"$19,263",$374
187,Lincoln National,LNC,Financial Services,Insurance - Life,"$19,230","$1,405"
188,Charles Schwab,SCHW,Financial Services,Capital Markets,"$18,996","$5,855"
189,Ross Stores,ROST,Consumer Cyclical,Apparel Retail,"$18,916","$1,723"
190,Mastercard,MA,Financial Services,Credit Services,"$18,884","$8,687"
191,Genuine Parts,GPC,Consumer Cyclical,Specialty Retail,"$18,871",$899
192,WestRock,WRK,Consumer Cyclical,Packaging & Containers,"$18,746",$838
193,EOG Resources,EOG,Energy,Oil & Gas E&P,"$18,642","$4,664"
194,Cognizant Technology Solutions,CTSH,Technology,Information Technology Services,"$18,507","$2,137"
195,Moderna,MRNA,Healthcare,Biotechnology,"$18,471","$12,202"
196,Steel Dynamics,STLD,Basic Materials,Steel,"$18,409","$3,214"
197,HF Sinclair,DINO,Energy,Oil & Gas Refining & Marketing,"$18,389",$558
198,Texas Instruments,TXN,Technology,Semiconductors,"$18,344","$7,769"
199,Emerson Electric,EMR,Industrials,Specialty Industrial Machinery,"$18,236","$2,303"
200,WESCO International,WCC,Industrials,Industrial Distribution,"$18,218",$465
201,General Mills,GIS,Consumer Defensive,Packaged Foods,"$18,127","$2,340"
202,Tenneco,,,,"$18,035",$35
203,Waste Management,WM,Industrials,Waste Management,"$17,931","$1,816"
204,Viatris,VTRS,Healthcare,Drug Manufacturers - Specialty & Generic,"$17,886","-$1,269"
205,DISH Network,DISH,,,"$17,881","$2,411"
206,L3Harris Technologies,LHX,Industrials,Aerospace & Defense,"$17,814","$1,846"
207,DXC Technology,DXC,Technology,Information Technology Services,"$17,729",-$149
208,Block,SQ,Technology,Software - Infrastructure,"$17,661",$166
209,Goodyear Tire & Rubber,GT,Consumer Cyclical,Auto Parts,"$17,478",$764
210,Uber Technologies,UBER,Technology,Software - Application,"$17,455",-$496
211,Colgate-Palmolive,CL,Consumer Defensive,Household & Personal Products,"$17,421","$2,166"
212,Stanley Black & Decker,SWK,Industrials,Tools & Accessories,"$17,253","$1,689"
213,DuPont,DD,Basic Materials,Specialty Chemicals,"$17,160","$6,467"
214,Stryker,SYK,Healthcare,Medical Devices,"$17,108","$1,994"
215,NextEra Energy,NEE,Utilities,Utilities - Regulated Electric,"$17,069","$3,573"
216,Targa Resources,TRGP,Energy,Oil & Gas Midstream,"$16,950",$71
217,Western Digital,WDC,Technology,Computer Hardware,"$16,922",$821
218,PPG Industries,PPG,Basic Materials,Specialty Chemicals,"$16,802","$1,439"
219,American Electric Power,AEP,Utilities,Utilities - Regulated Electric,"$16,792","$2,488"
220,Gap,GPS,Consumer Cyclical,Apparel Retail,"$16,670",$256
221,BJ's Wholesale Club,BJ,Consumer Defensive,Discount Stores,"$16,667",$427
222,Reinsurance Group of America,RGA,Financial Services,Insurance - Reinsurance,"$16,658",$617
223,Kinder Morgan,KMI,Energy,Oil & Gas Midstream,"$16,610","$1,784"
224,Oneok,OKE,Energy,Oil & Gas Midstream,"$16,540","$1,500"
225,Expeditors International of Washington,EXPD,Industrials,Integrated Freight & Logistics,"$16,524","$1,416"
226,Advanced Micro Devices,AMD,Technology,Semiconductors,"$16,434","$3,162"
227,Fiserv,FISV,,,"$16,226","$1,334"
228,Estée Lauder,EL,Consumer Defensive,Household & Personal Products,"$16,215","$2,870"
229,Bank of New York Mellon,BK,Financial Services,Asset Management,"$16,158","$3,759"
230,Laboratory Corp. of America,LH,Healthcare,Diagnostics & Research,"$16,121","$2,377"
231,Regeneron Pharmaceuticals,REGN,Healthcare,Biotechnology,"$16,072","$8,075"
232,Land O'Lakes,,,,"$15,916",$287
233,Cheniere Energy,LNG,Energy,Oil & Gas Midstream,"$15,864","-$2,343"
234,Southwest Airlines,LUV,Industrials,Airlines,"$15,790",$977
235,Adobe,ADBE,Technology,Software - Infrastructure,"$15,785","$4,822"
236,Synchrony Financial,SYF,Financial Services,Credit Services,"$15,752","$4,221"
237,Corteva,CTVA,Basic Materials,Agricultural Inputs,"$15,655","$1,759"
238,Fidelity National Financial,FNF,Financial Services,Insurance - Specialty,"$15,643","$2,422"
239,DTE Energy,DTE,Utilities,Utilities - Regulated Electric,"$15,369",$907
240,Murphy USA,MUSA,Consumer Cyclical,Specialty Retail,"$15,319",$397
241,Halliburton,HAL,Energy,Oil & Gas Equipment & Services,"$15,295","$1,457"
242,Automatic Data Processing,ADP,Industrials,Staffing & Employment Services,"$15,005","$2,599"
243,Edison International,EIX,Utilities,Utilities - Regulated Electric,"$14,905",$759
244,BorgWarner,BWA,Consumer Cyclical,Auto Parts,"$14,838",$537
245,Nordstrom,JWN,Consumer Cyclical,Department Stores,"$14,789",$178
246,Loews,L,Financial Services,Insurance - Property & Casualty,"$14,657","$1,578"
247,Guardian Life Ins. Co. of America,,,,"$14,648",$289
248,Pioneer Natural Resources,PXD,Energy,Oil & Gas E&P,"$14,643","$2,118"
249,AutoZone,AZO,Consumer Cyclical,Specialty Retail,"$14,630","$2,170"
250,Lam Research,LRCX,Technology,Semiconductor Equipment & Materials,"$14,626","$3,909"
251,American Family Insurance Group,,,,"$14,612",$735
252,Illinois Tool Works,ITW,Industrials,Specialty Industrial Machinery,"$14,455","$2,694"
253,Parker-Hannifin,PH,Industrials,Specialty Industrial Machinery,"$14,348","$1,746"
254,Otis Worldwide,OTIS,Industrials,Specialty Industrial Machinery,"$14,298","$1,246"
255,Omnicom Group,OMC,Communication Services,Advertising Agencies,"$14,289","$1,408"
256,Principal Financial,PFG,Financial Services,Asset Management,"$14,263","$1,711"
257,Dominion Energy,D,Utilities,Utilities - Regulated Electric,"$14,218","$3,288"
258,Kellogg,K,Consumer Defensive,Packaged Foods,"$14,181","$1,488"
259,Fluor,FLR,Industrials,Engineering & Construction,"$14,157",-$440
260,AECOM,ACM,Industrials,Engineering & Construction,"$14,112",$173
261,Reliance Steel & Aluminum,RS,Basic Materials,Steel,"$14,093","$1,413"
262,Jacobs Engineering Group,J,Industrials,Engineering & Construction,"$14,093",$477
263,Corning,GLW,Technology,Electronic Components,"$14,082","$1,906"
264,Farmers Insurance Exchange,,,,"$14,055",-$367
265,Qurate Retail,QRTEA,Consumer Cyclical,Internet Retail,"$14,044",$340
266,Pacific Life,,,,"$13,936","$1,102"
267,PulteGroup,PHM,Consumer Cyclical,Residential Construction,"$13,927","$1,946"
268,Fidelity National Information Services,FIS,Technology,Information Technology Services,"$13,877",$417
269,IQVIA Holdings,IQV,Healthcare,Diagnostics & Research,"$13,874",$966
270,Marriott International,MAR,Consumer Cyclical,Lodging,"$13,857","$1,099"
271,Berry Global Group,BERY,Consumer Cyclical,Packaging & Containers,"$13,850",$733
272,Ball,BALL,Consumer Cyclical,Packaging & Containers,"$13,811",$878
273,Group 1 Automotive,GPI,Consumer Cyclical,Auto & Truck Dealerships,"$13,802",$552
274,Leidos Holdings,LDOS,Technology,Information Technology Services,"$13,737",$753
275,Wayfair,W,Consumer Cyclical,Internet Retail,"$13,708",-$131
276,Consolidated Edison,ED,Utilities,Utilities - Regulated Electric,"$13,676","$1,346"
277,Ameriprise Financial,AMP,Financial Services,Asset Management,"$13,443","$2,760"
278,Xcel Energy,XEL,Utilities,Utilities - Regulated Electric,"$13,431","$1,597"
279,O'Reilly Automotive,ORLY,Consumer Cyclical,Specialty Retail,"$13,328","$2,165"
280,Global Partners,GLP,Energy,Oil & Gas Midstream,"$13,248",$61
281,Discover Financial Services,DFS,Financial Services,Credit Services,"$13,221","$5,449"
282,Rocket Companies,RKT,Financial Services,Mortgage Finance,"$13,176",$308
283,LKQ,LKQ,Consumer Cyclical,Auto Parts,"$13,089","$1,091"
284,W.W. Grainger,GWW,Industrials,Industrial Distribution,"$13,022","$1,043"
285,Quanta Services,PWR,Industrials,Engineering & Construction,"$12,980",$486
286,Crown Holdings,CCK,Consumer Cyclical,Packaging & Containers,"$12,979",-$560
287,Fox,FOXA,Communication Services,Entertainment,"$12,909","$2,150"
288,Sempra,SRE,Utilities,Utilities - Diversified,"$12,857","$1,317"
289,Markel,MKL,Financial Services,Insurance - Property & Casualty,"$12,846","$2,425"
290,Carvana,CVNA,Consumer Cyclical,Auto & Truck Dealerships,"$12,814",-$135
291,XPO Logistics,XPO,Industrials,Trucking,"$12,806",$336
292,Baxter International,BAX,Healthcare,Medical Instruments & Supplies,"$12,784","$1,284"
293,Ecolab,ECL,Basic Materials,Specialty Chemicals,"$12,733","$1,130"
294,Tractor Supply,TSCO,Consumer Cyclical,Specialty Retail,"$12,731",$997
295,Andersons,ANDE,Consumer Defensive,Food Distribution,"$12,729",$104
296,Keurig Dr Pepper,KDP,Consumer Defensive,Beverages - Non-Alcoholic,"$12,683","$2,146"
297,Universal Health Services,UHS,Healthcare,Medical Care Facilities,"$12,642",$992
298,CSX,CSX,Industrials,Railroads,"$12,522","$3,781"
299,Henry Schein,HSIC,Healthcare,Medical Distribution,"$12,401",$631
300,Sonic Automotive,SAH,Consumer Cyclical,Auto & Truck Dealerships,"$12,396",$349
301,eBay,EBAY,Consumer Cyclical,Internet Retail,"$12,394","$13,608"
302,Textron,TXT,Industrials,Aerospace & Defense,"$12,382",$746
303,Jones Financial (Edward Jones),,,,"$12,373","$1,605"
304,Community Health Systems,CYH,Healthcare,Medical Care Facilities,"$12,368",$230
305,Mosaic,MOS,Basic Materials,Agricultural Inputs,"$12,357","$1,631"
306,Thor Industries,THO,Consumer Cyclical,Recreational Vehicles,"$12,317",$660
307,Dick's Sporting Goods,DKS,Consumer Cyclical,Specialty Retail,"$12,293","$1,520"
308,Newmont,NEM,Basic Materials,Gold,"$12,222","$1,166"
309,Devon Energy,DVN,Energy,Oil & Gas E&P,"$12,206","$2,813"
310,Warner Bros. Discovery,WBD,Communication Services,Entertainment,"$12,191","$1,006"
311,J.B. Hunt Transport Services,JBHT,Industrials,Integrated Freight & Logistics,"$12,168",$761
312,Alcoa,AA,Basic Materials,Aluminum,"$12,152",$429
313,Peter Kiewit Sons',,,,"$12,149",$753
314,Aramark,ARMK,Industrials,Specialty Business Services,"$12,096",-$91
315,Vistra,VST,Utilities,Utilities - Independent Power Producers,"$12,077","-$1,274"
316,State Street,STT,Financial Services,Asset Management,"$12,030","$2,693"
317,Unum Group,UNM,Financial Services,Insurance - Life,"$12,014",$824
318,Alleghany,Y,,,"$12,004","$1,035"
319,Boston Scientific,BSX,Healthcare,Medical Devices,"$11,888","$1,041"
320,Westlake,WLK,Basic Materials,Specialty Chemicals,"$11,778","$2,015"
321,Entergy,ETR,Utilities,Utilities - Regulated Electric,"$11,743","$1,119"
322,International Flavors & Fragrances,IFF,Basic Materials,Specialty Chemicals,"$11,656",$270
323,DaVita,DVA,Healthcare,Medical Care Facilities,"$11,619",$979
324,Mutual of Omaha Insurance,,,,"$11,459",$579
325,Assurant,AIZ,Financial Services,Insurance - Specialty,"$11,410","$1,372"
326,Liberty Media,LSXMA,Communication Services,Broadcasting,"$11,400",$398
327,Hormel Foods,HRL,Consumer Defensive,Packaged Foods,"$11,386",$909
328,Icahn Enterprises,IEP,Energy,Oil & Gas Refining & Marketing,"$11,328",-$518
329,Republic Services,RSG,Industrials,Waste Management,"$11,295","$1,290"
330,Mohawk Industries,MHK,Consumer Cyclical,"Furnishings, Fixtures & Appliances","$11,201","$1,033"
331,Conagra Brands,CAG,Consumer Defensive,Packaged Foods,"$11,185","$1,299"
332,Norfolk Southern,NSC,Industrials,Railroads,"$11,142","$3,005"
333,AES,AES,Utilities,Utilities - Diversified,"$11,141",-$409
334,AGCO,AGCO,Industrials,Farm & Heavy Construction Machinery,"$11,138",$897
335,Caesars Entertainment,CZR,Consumer Cyclical,Resorts & Casinos,"$11,110","-$1,019"
336,Equitable Holdings,EQH,Financial Services,Insurance - Diversified,"$11,036",-$439
337,Advance Auto Parts,AAP,Consumer Cyclical,Specialty Retail,"$10,998",$616
338,Biogen,BIIB,Healthcare,Drug Manufacturers - General,"$10,982","$1,556"
339,Auto-Owners Insurance,,,,"$10,980","$1,318"
340,Booking Holdings,BKNG,Consumer Cyclical,Travel Services,"$10,958","$1,165"
341,Amphenol,APH,Technology,Electronic Components,"$10,876","$1,591"
342,Quest Diagnostics,DGX,Healthcare,Diagnostics & Research,"$10,788","$1,995"
343,FirstEnergy,FE,Utilities,Utilities - Regulated Electric,"$10,758","$1,283"
344,DCP Midstream,DCP,,,"$10,707",$391
345,Ally Financial,ALLY,Financial Services,Credit Services,"$10,690","$3,060"
346,Delek US Holdings,DK,Energy,Oil & Gas Refining & Marketing,"$10,648",-$204
347,Williams,WMB,Energy,Oil & Gas Midstream,"$10,627","$1,517"
348,Newell Brands,NWL,Consumer Defensive,Household & Personal Products,"$10,589",$572
349,Eastman Chemical,EMN,Basic Materials,Specialty Chemicals,"$10,476",$857
350,Air Products & Chemicals,APD,Basic Materials,Specialty Chemicals,"$10,323","$2,099"
351,Thrivent Financial for Lutherans,,,,"$10,313","$2,530"
352,Molson Coors Beverage,TAP,Consumer Defensive,Beverages - Brewers,"$10,280","$1,006"
353,Interpublic Group,IPG,Communication Services,Advertising Agencies,"$10,241",$953
354,Weyerhaeuser,WY,Real Estate,REIT - Specialty,"$10,201","$2,607"
355,Altice USA,ATUS,Communication Services,Telecom Services,"$10,091",$990
