Rank,Name,Ticker,Sector,Industry,Revenue,Profit,m1-o,m1-c,m2-o,m2-c,m3-o,m3-c,m4-o,m4-c,m5-o,m5-c,m6-o,m6-c,m7-o,m7-c,m8-o,m8-c,m9-o,m9-c,m10-o,m10-c,m11-o,m11-c,m12-o,m12-c,ur-1,ur-2,ur-3,ur-4,ur-5,ur-6,ur-7,ur-8,ur-9,ur-10,ur-11,ur-12,gdp-1,gdp-2,gdp-3,gdp-4,gdp-5,gdp-6,gdp-7,gdp-8,gdp-9,gdp-10,gdp-11,gdp-12
124,Qualcomm,QCOM,Technology,Semiconductors,"$23,531 ","$5,198.00 ",153.01,156.28,157.37,136.19,137.5,132.59,134.5,138.8,139.7,134.54,135.1036,142.93,142.91,149.8,150,146.69,146.84,128.98,129.7999,133.04,132.44,180.56,180.885,182.87,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
125,Starbucks,SBUX,Consumer Cyclical,Restaurants,"$23,518 ",$928.30 ,107.66,96.81,96.99,108.03,108.6,109.27,110.06,114.49,115.18,113.88,114.558,111.81,111.95,121.43,122.0265,117.49,118.01,110.31,110.89,106.07,107.225,109.64,110.96,116.97,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
126,Duke Energy,DUK,Utilities,Utilities - Regulated Electric,"$23,453 ","$1,377.00 ",91.78,94,94.05,85.59,86,96.53,96.43,100.69,100.82,100.22,100.54,98.72,98.96,105.11,105.39,104.66,104.9,97.59,98.2,102.01,102.13,97.01,97.44,104.9,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
127,Plains GP Holdings,PAGP,Energy,Oil & Gas Midstream,"$23,290 ",($568.00),8.53,8.64,8.79,8.62,8.81,9.4,9.35,9.38,9.47,10.91,11,11.94,12.12,10.49,10.49,9.76,9.75,10.775,10.92,10.9,11.06,10,10.26,10.14,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
128,US Foods Holding,USFD,Consumer Defensive,Food Distribution,"$22,885 ",($226.00),33.41,30.99,31.29,36.46,37.38,38.12,38.04,41.46,41.47,38.94,39.13,38.36,38.54,34.34,34.68,34,34.36,34.66,34.64,34.67,34.77,31.42,32,34.83,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
129,Lennar,LEN,Consumer Cyclical,Residential Construction,"$22,489 ","$2,465.00 ",76.68,83.15,83.79,82.97,83.97,101.23,102.32,103.6,104.81,99.01,100.09,99.35,99.45,105.15,106.29,107.31,107.62,93.68,94.41,99.93,100.07,105.05,109.23,116.16,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
130,Danaher,DHR,Healthcare,Diagnostics & Research,"$22,284 ","$3,646.00 ",199.4592,210.8511,212.3227,194.7429,195.8511,199.539,199.9291,225.1241,227.5975,227.0745,225.1773,237.9078,237.5887,263.7323,265.2216,287.3759,286.8706,269.8936,272.1454,276.3918,277.3936,285.1418,283.9539,291.6755,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
131,Aflac,AFL,Financial Services,Insurance - Life,"$22,147 ","$4,778.00 ",44.6,45.18,45.39,47.89,48.67,51.18,50.96,53.73,54.29,56.68,57.15,53.66,54.03,55,55.31,56.68,56.86,52.13,52.28,53.67,53.96,54.14,55.25,58.39,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
132,Rite Aid,RAD,,,"$21,928 ",($452.20),,,,,,,,,,,,,,,,,,,,,,,,,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
133,Visa,V,Financial Services,Credit Services,"$21,846 ","$10,866.00 ",220.25,193.25,195.14,212.39,214.97,211.73,213.784,233.56,234.05,227.3,229.44,233.82,234.2,246.39,246.24,229.1,229.1,222.75,224.17,211.77,213.49,193.77,196.03,216.71,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
134,PayPal Holdings,PYPL,Financial Services,Credit Services,"$21,454 ","$4,202.00 ",237.8,234.31,238.37,259.85,268.895,242.84,248.04,262.29,265.06,260.02,261.08,291.48,290.33,275.53,276.885,288.66,290.1,260.21,261.4548,232.59,232.7,184.89,187.77,188.58,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
135,Micron Technology,MU,Technology,Semiconductors,"$21,435 ","$2,687.00 ",76.48,78.27,79.59,91.53,94.54,88.21,93,86.07,86.97,84.14,84.92,84.98,82.24,77.58,79.04,73.7,74.32,70.98,71.34,69.1,68.97,84,86.55,93.15,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
136,CarMax,KMX,Consumer Cyclical,Auto & Truck Dealerships,"$21,424 ",$888.40 ,94.3,117.78,119.61,119.51,120.81,132.66,126.45,133.24,134.25,115.19,117.4,129.15,129.5,133.95,135.7,125.21,126.02,127.96,129,136.92,138.06,141.25,143.32,130.23,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
137,Salesforce,CRM,Technology,Software - Application,"$21,252 ","$4,072.00 ",222.64,225.56,227.21,216.5,219.9,211.87,213.6,230.32,230.77,238.1,238,244.27,244.5,241.93,242.31,265.27,266.27,271.22,271.5,299.69,301.5,284.96,271.26,254.13,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
138,Altria Group,MO,Consumer Defensive,Tobacco,"$20,841 ","$4,467.00 ",41.08,41.08,41.08,43.6,44.15,51.16,51,47.75,48.07,49.22,49.58,47.68,47.67,48.04,48.24,50.23,50.425,45.52,45.47,44.11,44.21,42.64,43.18,47.39,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
139,Lumen Technologies,LUMN,Communication Services,Telecom Services,"$20,712 ","($1,232.00)",9.87,12.38,12.54,12.29,12.45,13.35,13.26,12.83,12.81,13.84,13.94,13.59,13.65,12.47,12.52,12.3,12.25,12.39,12.5,11.86,11.94,12.34,12.6,12.55,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
140,Baker Hughes,BKR,Energy,Oil & Gas Equipment & Services,"$20,705 ","($9,940.00)",21.22,20.09,20.37,24.48,24.75,21.61,21.62,20.08,20.58,24.4,24.98,22.87,23.46,21.24,21.27,22.78,22.7,24.73,24.92,25.08,25.13,23.34,24.24,24.06,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
141,International Paper,IP,Consumer Cyclical,Packaging & Containers,"$20,580 ",$482.00 ,49.64,50.31,50.94,49.65,50.3,54.07,54.01,58,58.41,63.1,64.16,61.31,61.71,57.76,57.96,60.09,60.19,55.92,53.3,49.67,48.86,45.52,46.12,46.98,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
142,Hartford Financial Services Group,HIG,Financial Services,Insurance - Property & Casualty,"$20,523 ","$1,737.00 ",49.63,48.02,48.37,50.69,51.45,66.79,66.37,65.96,66.475,65.35,66,61.97,62.41,63.62,64.14,67.22,67.48,70.25,70.45,72.93,73.61,66.1,67.13,69.04,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
143,Penske Automotive Group,PAG,Consumer Cyclical,Auto & Truck Dealerships,"$20,444 ",$543.60 ,59.62,59.84,60.38,67.98,69.68,80.24,80.76,87.69,88.73,85.59,86.78,75.49,76.31,88.6,89.82,89.93,90.48,100.6,100.9,106.05,107.42,99.62,101.94,107.22,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
144,DuPont,DD,Basic Materials,Specialty Chemicals,"$20,397 ","($2,951.00)",71.68,79.45,74.23,70.32,71.23,77.28,77.67,77.11,77.91,84.59,85.51,77.41,78.03,75.05,75.4,74.02,74.02,67.99,68.31,69.6,69.89,73.96,75.09,80.78,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
145,AutoNation,AN,Consumer Cyclical,Auto & Truck Dealerships,"$20,390 ",$381.60 ,69.98,71.28,71.92,75.02,76.48,93.22,92.45,102.48,103.78,102.13,103.68,94.81,95.8,121.33,122.35,109.09,109.32,121.76,121.6,121.12,121.93,123.85,125.78,116.85,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
146,Southern,SO,Utilities,Utilities - Regulated Electric,"$20,375 ","$3,119.00 ",61.38,58.92,59.285,56.72,57.27,62.16,62.25,66.17,66.18,63.92,64.13,60.51,60.8,63.87,63.99,65.73,65.97,61.97,62.35,62.32,62.4,61.1,61.45,68.58,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
147,World Fuel Services,INT,,,"$20,358 ",$109.60 ,,,,,,,,,,,,,,,,,,,,,,,,,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
148,D.R. Horton,DHI,Consumer Cyclical,Residential Construction,"$20,311 ","$2,373.70 ",69.24,76.8,77.45,76.87,78.41,89.12,90.05,98.29,99.618,95.29,96.65,90.37,90.52,95.43,96.57,95.62,95.72,83.97,84.29,89.27,89.33,97.7,97.39,108.45,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
149,Nucor,NUE,Basic Materials,Steel,"$20,140 ",$721.50 ,54.18,48.73,49.35,59.82,61.3,80.27,79.25,82.26,83.13,102.54,105,95.93,97,104.02,104.7,117.56,116.79,98.49,98.44,111.65,112.87,106.26,108.24,114.15,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
150,Cummins,CMI,Industrials,Specialty Industrial Machinery,"$19,811 ","$1,789.00 ",227.68,234.42,236.78,253.2,256.25,259.11,259.4,252.04,254,257.28,261.49,243.81,244.99,232.1,232.81,235.98,236.01,224.56,225.32,239.84,240.9,209.75,213.27,218.14,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
151,NGL Energy Partners,NGL,Energy,Oil & Gas Midstream,"$19,771 ",($397.00),2.42,2.74,2.83,2.39,2.49,2.04,2.08,2.12,2.12,2.39,2.41,2.38,2.4,1.92,1.94,1.79,1.8,2.37,2.37,2.3,2.29,2.04,2.09,1.82,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
152,DXC Technology,DXC,Technology,Information Technology Services,"$19,577 ","($5,369.00)",26.95,28.2,28.5,25.22,25.77,31.26,31.39,32.91,33.21,37.92,37.86,38.94,39.22,39.98,40,36.72,36.88,33.61,34,32.57,32.83,29.99,30.61,32.19,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
153,Union Pacific,UNP,Industrials,Railroads,"$19,533 ","$5,349.00 ",208.04,197.47,198.82,205.96,208.58,220.41,220.88,222.09,224.01,224.73,226.35,219.93,221.52,218.76,220.49,216.84,216.04,196.01,197.79,241.4,242.16,235.64,237.63,251.93,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
154,Whirlpool,WHR,Consumer Cyclical,"Furnishings, Fixtures & Appliances","$19,456 ","$1,081.00 ",182.48,185.09,186.03,190.08,193.24,220.35,221.01,236.45,238.13,237.09,238.92,218.02,219.07,221.54,223.26,221.53,221.55,203.86,205.21,210.83,211.67,217.74,220.13,234.66,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
155,Molina Healthcare,MOH,Healthcare,Healthcare Plans,"$19,423 ",$673.00 ,214.98,213.61,214.81,216.76,219.06,233.76,233.77,255.1,254.82,251.36,252.5,253.06,253.86,273.01,272.9,268.77,268.86,271.31,271.21,295.72,296.36,285.18,289.31,318.08,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
156,ConocoPhillips,COP,Energy,Oil & Gas E&P,"$19,256 ","($2,701.00)",40.5,40.03,40.43,52.01,53.47,52.97,53.12,51.14,51.92,55.74,57.08,60.9,62.69,56.06,56.53,55.53,55.56,67.77,68.38,74.49,74.95,70.13,72.01,72.18,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
157,McDonald's,MCD,Consumer Cyclical,Restaurants,"$19,208 ","$4,730.50 ",214.49,207.84,208.48,206.14,207.35,224.14,224.67,236.08,237.99,233.89,235.98,230.99,231.41,242.71,244.24,237.46,237.88,241.11,243.07,245.55,245.8,244.6,245.76,268.07,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
158,Kimberly-Clark,KMB,Consumer Defensive,Household & Personal Products,"$19,140 ","$2,352.00 ",134.35,132.1,132.3,128.33,129.22,139.05,137.94,133.32,133.3,130.63,131.5,133.78,133.95,135.72,135.69,137.81,137.81,132.44,132.59,129.49,129.6,130.31,131.05,142.92,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
159,Paccar,PCAR,Industrials,Farm & Heavy Construction Machinery,"$18,729 ","$1,298.40 ",57.74,60.8133,61.2,60.66,61.2267,61.9467,61.8867,59.92,60.5333,61.04,61.5533,59.5,59.7333,55.3267,55.96,54.58,54.9267,52.6133,52.78,59.7467,59.8133,55.6133,56.6133,58.84,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
160,PG&E,PCG,Utilities,Utilities - Regulated Electric,"$18,469 ","($1,318.00)",12.48,11.43,11.43,10.51,10.68,11.71,11.7,11.32,11.3,10.14,10.16,10.17,10.18,8.79,8.84,9.17,9.2,9.6,9.74,11.6,11.65,11.88,12.1,12.14,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
161,CDW,CDW,Technology,Information Technology Services,"$18,468 ",$788.50 ,131.75,131.66,133.47,156.89,160.1,165.75,167.63,178.33,180.26,165.42,165.9572,174.65,174.86,183.35,184.8,200.61,200.95,182.02,182.66,186.65,186.79,189.36,192.01,204.78,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
162,Sherwin-Williams,SHW,Basic Materials,Specialty Chemicals,"$18,362 ","$2,030.40 ",244.9967,230.6,231.54,226.78,228.3333,246.0033,246.34,273.87,275,283.53,285.9,272.45,273.68,291.03,292.39,303.67,302.62,279.73,280.78,316.61,316.62,331.24,333.4,352.16,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
163,L3Harris Technologies,LHX,Industrials,Aerospace & Defense,"$18,194 ","$1,119.00 ",187.96,171.51,173.55,181.91,185.46,202.68,202.83,209.23,208.56,218.06,219.48,216.15,216.08,226.74,228,233.01,233.44,220.24,221.35,230.54,229.92,209.08,211.13,213.24,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
164,Macy's,M,Consumer Cyclical,Department Stores,"$18,097 ","($3,944.00)",11.33,15.04,15.3,15.21,15.59,16.19,16.3,16.58,16.67,18.28,18.42,18.96,19.25,17,17.19,22.39,22.48,22.6,22.65,26.47,26.88,28.5,29.19,26.18,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
165,ManpowerGroup,MAN,Industrials,Staffing & Employment Services,"$18,001 ",$23.80 ,91.34,88.44,88.93,94.44,97.5,98.9,99.33,120.89,122.1,120.99,122.51,118.91,120.07,118.58,119.54,121.42,121.92,108.28,108.85,96.65,96.91,89.63,92.1,97.33,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
166,NextEra Energy,NEE,Utilities,Utilities - Regulated Electric,"$17,997 ","$2,919.00 ",77.21,80.87,82.27,73.48,74.64,75.61,75.5,77.51,77.83,73.22,73.4,73.28,73.3,77.9,78.47,83.99,84.15,78.52,79.02,85.33,85.44,86.78,87,93.36,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
167,Tenet Healthcare,THC,Healthcare,Medical Care Facilities,"$17,640 ",$399.00 ,40.33,47.27,48,51.02,51.42,52,52.06,59.26,60.76,66.91,67.28,66.99,67.475,71.84,72.11,75.35,75.67,66.44,66.89,71.66,71.6,72.87,74.54,81.69,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
168,Avnet,AVT,Technology,Electronics & Computer Distribution,"$17,634 ",($31.10),35.25,35.31,35.56,38.07,38.99,41.51,41.53,43.92,44.5,44.06,44.4,40.08,40.27,41.32,41.36,40.46,40.58,36.97,37.25,38.11,38.34,36.27,37.02,41.23,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
169,General Mills,GIS,Consumer Defensive,Packaged Foods,"$17,627 ","$2,181.20 ",58.58,58.1,58.12,55.01,55.14,61.32,61.21,60.86,60.86,62.86,63.16,60.93,60.95,58.86,58.84,57.81,57.92,59.82,60.81,61.8,61.82,61.77,61.96,67.38,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
170,WestRock,WRK,Consumer Cyclical,Packaging & Containers,"$17,579 ",($690.90),43.59,41.43,42.24,43.59,44.36,52.05,52.07,55.75,56.3,58.32,59.1,53.22,53.68,49.21,49.39,52.04,52.26,49.83,49.94,48.1,46.54,43.39,44.52,44.36,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
171,Carrier Global,CARR,Industrials,Building Products & Equipment,"$17,456 ","$1,982.00 ",38.35,38.5,39.2,36.53,36.76,42.22,42.23,43.58,44.12,45.93,46.61,48.6,48.62,55.25,55.3,57.6,57.9,51.76,51.86,52.23,52.35,54.12,54.79,54.24,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
172,Lincoln National,LNC,Financial Services,Insurance - Life,"$17,439 ",$499.00 ,50.79,45.49,46.18,56.87,58.5,62.27,62,64.13,64.96,69.79,70.99,62.84,63.63,61.62,62.33,68.65,68.9,68.75,68.9,72.15,73.03,66.33,68.44,68.26,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
173,Genuine Parts,GPC,Consumer Cyclical,Specialty Retail,"$17,384 ",($29.10),101.08,93.88,94.15,105.35,106.39,115.59,115.97,124.97,125.95,131.12,132,126.47,126.99,126.92,127.87,122.19,122.64,121.23,121.65,131.11,131.93,127.74,130.02,140.2,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
174,American Airlines Group,AAL,Industrials,Airlines,"$17,337 ","($8,885.00)",15.85,17.17,17.25,20.94,21.75,23.9,24.02,21.72,21.87,24.24,24.68,21.21,21.4736,20.38,20.49,19.94,20.01,20.52,20.995,19.2,19.09,17.69,17.94,17.96,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
175,Marsh & McLennan,MMC,Financial Services,Insurance Brokers,"$17,224 ","$2,016.00 ",116.43,109.91,110.73,115.22,115.62,121.8,121.78,135.7,136.1,138.35,139,140.68,141.15,147.22,148.07,157.2,156.87,151.43,152.15,166.8,167,164.02,166.13,173.82,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
176,Applied Materials,AMAT,Technology,Semiconductor Equipment & Materials,"$17,202 ","$3,619.00 ",87.24,96.68,99.246,118.19,121.18,133.6,138.14,132.71,134.25,138.13,139,142.4,141.7,139.93,141.04,135.13,135.68,128.73,129.26,136.65,136.98,147.19,151.25,157.36,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
177,Becton Dickinson,BDX,Healthcare,Medical Instruments & Supplies,"$17,117 ",$874.00 ,251,261.79,262.45,241.15,242.71,243.15,243.55,248.81,249.71,241.89,241.13,243.19,243.01,255.75,256.36,251.7,251.98,245.82,246.43,239.59,239.93,237.14,237.66,251.48,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
178,Delta Air Lines,DAL,Industrials,Airlines,"$17,095 ","($12,385.00)",40.17,37.96,38.35,47.94,49.47,48.28,48.59,46.92,47.19,47.68,48.13,43.26,43.5,39.9,40.04,40.44,40.57,42.61,43.95,39.13,39.15,36.2,36.87,39.08,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
