Rank,Name,Ticker,Sector,Industry,Revenue,Profit,m1-o,m1-c,m2-o,m2-c,m3-o,m3-c,m4-o,m4-c,m5-o,m5-c,m6-o,m6-c,m7-o,m7-c,m8-o,m8-c,m9-o,m9-c,m10-o,m10-c,m11-o,m11-c,m12-o,m12-c,ur-1,ur-2,ur-3,ur-4,ur-5,ur-6,ur-7,ur-8,ur-9,ur-10,ur-11,ur-12,gdp-1,gdp-2,gdp-3,gdp-4,gdp-5,gdp-6,gdp-7,gdp-8,gdp-9,gdp-10,gdp-11,gdp-12
1,Walmart,WMT,Consumer Defensive,Discount Stores,"$559,151 ","$13,510.00 ",48.1,46.83,46.97,43.3067,43.86,45.2767,45.3133,46.6367,46.56,47.3433,47.4033,47.0067,46.8033,47.5167,47.61,49.3667,49.1867,46.46,46.42,49.8067,49.9933,46.8767,46.8367,48.23,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
2,Amazon,AMZN,Consumer Cyclical,Internet Retail,"$386,064 ","$21,331.00 ",163.5,160.31,162.118,154.6465,156.3945,154.704,155.897,173.371,174.2365,161.1535,162.1748,172.008,171.7305,166.3795,167.655,173.5395,174.8198,164.252,164.4505,168.6215,168.09,175.3535,177.25,166.717,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
3,Apple,AAPL,Technology,Consumer Electronics,"$274,515 ","$57,411.00 ",133.52,131.96,133.75,121.26,123.75,122.15,123.66,131.46,132.04,124.61,125.08,136.96,136.6,145.86,146.36,151.83,152.83,141.5,141.9,149.8,148.985,165.3,167.48,177.57,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
4,CVS Health,CVS,Healthcare,Healthcare Plans,"$268,706 ","$7,179.00 ",68.68,71.65,72.08,68.13,68.42,75.23,75.23,76.4,77,86.44,86.5,83.44,83.71,82.36,82.36,86.39,86.1,84.86,84.8,89.28,89.77,89.06,90.18,103.16,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
5,UnitedHealth Group,UNH,Healthcare,Healthcare Plans,"$257,141 ","$15,403.00 ",351.45,333.58,335.03,332.22,334.36,372.07,372.2,398.8,401,411.92,413.73,400.44,402.03,412.22,413.57,416.27,416.54,390.74,391.6,460.47,461.82,444.22,452.89,502.14,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
6,Berkshire Hathaway,BRKA,,,"$245,510 ","$42,521.00 ",,,,,,,,,,,,,,,,,,,,,,,,,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
7,McKesson,MCK,Healthcare,Medical Distribution,"$231,051 ",$900.00 ,174.28,174.47,176.44,169.52,171.15,195.04,194.83,187.56,189.51,192.39,189.12,191.24,191.91,203.83,203.84,204.14,203.55,199.38,199.84,207.88,208.58,216.76,219.61,248.57,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
8,AmerisourceBergen,ABC,,,"$189,894 ","($3,408.70)",,,,,,,,,,,,,,,,,,,,,,,,,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
9,Alphabet,GOOGL,Communication Services,Internet Content & Information,"$182,527 ","$40,269.00 ",88,91.368,92.2293,101.0955,102.4,103.126,104.6125,117.675,118.2455,117.8425,118.722,122.0895,121.725,134.7265,135.117,144.6975,145,133.676,134.4475,148.046,148.046,141.8975,144,144.852,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
10,Exxon Mobil,XOM,Energy,Oil & Gas Integrated,"$181,502 ","($22,440.00)",41.45,44.84,45.58,54.37,56.47,55.83,56.32,57.24,57.98,58.37,59.45,63.08,64.33,57.57,57.55,54.52,54.49,58.82,59.41,64.47,65.065,59.84,60.9,61.19,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
11,AT&T,T,Communication Services,Telecom Services,"$171,760 ","($5,176.00)",38.9124,37.9061,38.3166,36.9264,37.2838,40.0775,40.0378,41.5868,42.0767,38.9653,39.005,38.1047,38.2504,37.1382,37.3898,36.3041,36.3306,35.7612,35.9267,33.4442,33.709,30.2269,30.452,32.5704,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
12,Costco Wholesale,COST,Consumer Defensive,Discount Stores,"$166,761 ","$4,002.00 ",377.43,352.43,351.21,331,335.21,352.48,352.54,372.09,373.84,378.27,379.925,395.67,396.3,429.72,430.62,455.49,455.48,449.35,449.73,491.54,494.15,539.38,543.1,567.7,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
13,Cigna,CI,Healthcare,Healthcare Plans,"$160,401 ","$8,458.00 ",209.14,217.05,218.11,209.9,212.37,241.74,242.35,249.01,250.5,258.85,260.07,237.07,238.33,229.49,230,211.65,212.86,200.16,201,213.61,213.82,191.9,195.46,229.63,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
14,Cardinal Health,CAH,Healthcare,Medical Distribution,"$152,922 ","($3,696.00)",53.88,53.73,53.93,51.52,51.94,60.75,60.58,60.34,60.9,56.07,56.095,57.09,57.14,59.38,59.43,52.49,52.4,49.46,49.68,47.81,47.71,46.23,46.91,51.49,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
15,Microsoft,MSFT,Technology,Software - Infrastructure,"$143,015 ","$44,281.00 ",222.53,231.96,235.06,232.38,235.9,235.77,238.47,252.18,253.4,249.68,251.23,270.9,269.61,284.91,286.36,301.88,302.865,281.92,282.1217,331.62,331.355,330.59,335.13,336.32,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
16,Walgreens Boots Alliance,WBA,Healthcare,Pharmaceutical Retailers,"$139,537 ",$456.00 ,40.1706,50.25,49.81,47.93,48.4192,54.9,54.5724,53.1,53.44,52.66,52.99,52.61,51.82,47.15,47.4228,50.75,50.73,47.05,47.1262,47.02,47.1,44.8,45.3,52.16,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
17,Kroger,KR,Consumer Defensive,Grocery Stores,"$132,498 ","$2,585.00 ",31.77,34.5,34.51,32.21,32.07,35.99,35.96,36.54,36.62,36.98,37.295,38.31,38.21,40.7,40.75,46.03,45.92,40.43,40.4,40.02,40.14,41.53,41.53,45.26,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
18,Home Depot,HD,Consumer Cyclical,Home Improvement Retail,"$132,110 ","$12,866.00 ",266.01,270.82,271.23,258.34,258.81,305.25,306.88,323.67,326.28,318.91,320.66,318.89,319.91,328.19,330,326.18,325.56,328.26,328.15,371.74,373,400.61,402.08,415.01,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
19,JPMorgan Chase,JPM,Financial Services,Banks - Diversified,"$129,503 ","$29,131.00 ",127.5,128.67,129.4,147.17,149.52,152.23,151.9,153.81,154.85,164.24,165.87,155.54,156.26,151.78,152.03,159.95,160.22,163.69,164,169.89,172.04,158.83,161,158.35,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
20,Verizon Communications,VZ,Communication Services,Telecom Services,"$128,292 ","$17,801.00 ",58.96,54.75,55.27,55.3,55.49,58.15,58.02,57.79,58.23,56.49,56.75,56.03,56.18,55.78,56.06,55,55,54.01,54.02,52.99,53.24,50.27,50.5,51.96,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
21,Ford Motor,F,Consumer Cyclical,Auto Manufacturers,"$127,144 ","($1,279.00)",8.81,10.53,10.65,11.7,11.87,12.25,12.28,11.54,11.56,14.53,14.72,14.86,14.91,13.95,14.02,13.03,13.03,14.16,14.26,17.08,17.5,19.19,19.63,20.77,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
22,General Motors,GM,Consumer Cyclical,Auto Manufacturers,"$122,485 ","$6,427.00 ",41.95,50.68,51.46,51.33,52.41,57.46,57.92,57.22,57.6,59.31,59.99,59.17,59.44,56.84,57.37,49.01,49.1,52.71,53.03,54.43,54.85,57.87,59.25,58.63,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
23,Anthem,ANTM,,,"$121,867 ","$4,572.00 ",,,,,,,,,,,,,,,,,,,,,,,,,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
24,Centene,CNC,Healthcare,Healthcare Plans,"$111,115 ","$1,808.00 ",60.61,60.3,60.25,58.54,59.01,63.91,63.84,61.74,61.45,73.6,73.87,72.93,73.14,68.61,68.62,62.98,63.39,62.31,62.67,71.24,70.39,71.41,72.3,82.4,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
25,Fannie Mae,FNMA,Financial Services,Mortgage Finance,"$106,437 ","$11,805.00 ",,,,,,,,,,,,,,,,,,,,,,,,,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
26,Comcast,CMCSA,Communication Services,Telecom Services,"$103,564 ","$10,534.00 ",52.28,49.57,49.86,52.72,53.22,54.11,54.62,56.15,56.44,57.34,57.91,57.02,57.07,58.83,58.96,60.68,61.01,55.93,56.39,51.43,51.48,49.98,51.1349,50.33,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
27,Chevron,CVX,Energy,Oil & Gas Integrated,"$94,692 ","($5,543.00)",85.15,85.2,85.99,100,102.46,104.79,105.26,103.07,103.98,103.79,105.3,104.74,106.95,101.81,102.08,96.77,96.86,101.45,102.215,114.49,115.03,112.87,114.95,117.35,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
28,Dell Technologies,DELL,Technology,Computer Hardware,"$94,224 ","$3,250.00 ",37.4506,36.9437,37.3289,41.0897,41.0948,44.6782,44.744,49.8378,50.2788,49.9949,50.4764,50.517,50.2281,48.9711,49.2043,49.3969,49.4323,52.7319,53.0106,55.7476,55.4232,56.47,56.99,56.17,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
29,Bank of America,BAC,Financial Services,Banks - Diversified,"$93,753 ","$17,894.00 ",30.46,29.65,29.87,34.71,35.52,38.69,38.83,40.53,40.87,42.39,42.95,41.23,41.56,38.36,38.4,41.75,41.75,42.45,42.48,47.78,48.1,44.47,45.22,44.49,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
30,Target,TGT,Consumer Defensive,Discount Stores,"$93,561 ","$4,368.00 ",176.51,181.17,182.18,183.44,185.95,198.07,198.14,207.26,209.18,226.92,227.56,241.74,241.96,261.05,262.08,246.98,247,228.77,229.25,259.62,261.55,243.84,245.68,231.44,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
31,Lowe's,LOW,Consumer Cyclical,Home Improvement Retail,"$89,597 ","$5,835.00 ",160.77,166.85,167.12,159.75,160.76,190.18,191.2,196.25,198.75,194.83,195,193.97,194.5,192.69,193.81,203.89,204.55,202.86,203.73,233.82,235,244.59,248.3,258.48,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
32,Marathon Petroleum,MPC,Energy,Oil & Gas Refining & Marketing,"$88,952 ","($9,826.00)",41.73,43.16,43.77,54.62,55.94,53.49,53.89,55.65,56.52,61.8,62.5,60.42,61.45,55.22,55.29,59.27,59.1,61.81,62,65.93,66.47,60.85,62.57,63.99,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
33,Citigroup,C,Financial Services,Banks - Diversified,"$88,839 ","$11,047.00 ",61.59,57.99,58.66,65.88,68.49,72.75,72.22,71.24,72.02,78.71,79.49,70.75,71.08,67.62,67.95,71.91,72.36,70.18,70.44,69.16,69.93,63.7,64.66,60.39,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
34,Facebook,FB,,,"$85,965 ","$29,146.00 ",,,,,,,,,,,,,,,,,,,,,,,,,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
35,UPS,UPS,Industrials,Integrated Freight & Logistics,"$84,628 ","$1,343.00 ",168.4,155,156.2,157.83,159.55,169.99,170.18,203.86,207.42,214.6,215.59,207.97,209.39,191.36,192.35,195.63,195.72,182.1,182.89,213.47,214.86,198.37,200.88,214.34,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
36,Johnson & Johnson,JNJ,Healthcare,Drug Manufacturers - General,"$82,584 ","$14,714.00 ",157.24,163.13,165.31,158.46,161.45,164.35,162.6,162.73,163.6,169.25,170.15,164.74,164.74,172.2,172.47,173.13,172.9,161.5,161.53,162.88,163.16,155.93,156.88,171.07,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
37,Wells Fargo,WFC,Financial Services,Banks - Diversified,"$80,303 ","$3,301.00 ",30.32,29.88,30.14,36.17,37.11,39.07,38.96,45.05,45.45,46.72,47.16,45.29,45.48,45.94,46.04,45.7,45.7,46.41,46.55,51.16,51.56,47.78,48.69,47.98,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
38,General Electric,GE,Industrials,Specialty Industrial Machinery,"$79,619 ","$5,704.00 ",87.12,85.44,86.88,100.32,103.36,105.04,105.84,104.96,105.92,112.48,113.84,107.68,108.64,103.6,104.48,105.41,105.36,103.03,104.18,104.87,105.76,94.99,96.55,94.47,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
39,State Farm Insurance,,,,"$78,898 ","$3,738.90 ",,,,,,,,,,,,,,,,,,,,,,,,,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
40,Intel,INTC,Technology,Semiconductors,"$77,867 ","$20,899.00 ",49.89,55.51,55.95,60.78,61.72,64,64.725,57.53,57.855,57.12,57.61,56.14,56.13,53.72,53.99,54.06,54.11,53.28,53.645,49,49.4,49.2,49.84,51.5,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
41,Humana,HUM,Healthcare,Healthcare Plans,"$77,155 ","$3,367.00 ",417.82,383.11,386.09,379.65,381.47,419.25,418.68,445.24,447.56,437.7,437.85,442.72,442.81,425.86,426,405.42,405.42,389.15,391.14,463.16,465.32,419.71,423.18,463.86,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
42,IBM,IBM,Technology,Information Technology Services,"$73,620 ","$5,590.00 ",125.85,119.11,119.9,118.93,120.35,133.26,133.76,141.88,143.81,143.74,145,146.59,146.96,140.96,141.45,140.34,139.98,138.93,141,125.1,125.05,117.1,118.25,133.66,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
43,Procter & Gamble,PG,Consumer Defensive,Household & Personal Products,"$70,950 ","$13,027.00 ",139.66,128.21,129,123.53,124.16,135.43,135.05,133.42,134.03,134.85,135.79,134.93,135.43,142.23,141.77,142.39,142.33,139.8,139.93,142.99,143.36,144.58,144.85,163.58,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
44,PepsiCo,PEP,Consumer Defensive,Beverages - Non-Alcoholic,"$70,372 ","$7,120.00 ",147.01,136.57,136.98,129.19,130.61,141.45,141.19,144.16,145.028,147.94,148.78,148.17,148.08,156.95,157,156.39,156.84,150.41,151.35,161.6,161.2,159.78,162.47,173.71,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
45,FedEx,FDX,Industrials,Integrated Freight & Logistics,"$69,217 ","$1,286.00 ",260.4,235.34,237.38,254.5,258.71,284.04,283.54,290.31,294.89,314.81,318.27,298.33,299.95,279.95,280.79,265.69,266.09,219.29,220.01,235.53,237.28,230.37,235,258.64,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
46,MetLife,MET,Financial Services,Insurance - Life,"$67,842 ","$5,407.00 ",47.03,48.15,48.46,57.6,58.74,60.79,60.75,63.63,64.38,65.36,66.27,59.85,60.3,57.7,58.08,62,62.02,61.73,61.85,62.8,63.34,58.66,59.56,62.49,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
47,Freddie Mac,FMCC,Financial Services,Mortgage Finance,"$66,228 ","$7,326.00 ",,,,,,,,,,,,,,,,,,,,,,,,,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
48,Phillips 66,PSX,Energy,Oil & Gas Refining & Marketing,"$65,494 ","($3,975.00)",70.61,67.8,68.34,83.05,85.05,81.54,81.59,80.91,82.22,84.22,85.96,85.82,87.59,73.43,73.75,71.09,71.46,70.03,70.09,74.78,75.41,69.17,71.4,72.46,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
49,Lockheed Martin,LMT,Industrials,Aerospace & Defense,"$65,398 ","$6,833.00 ",354.98,321.82,324.88,330.25,334,369.5,368.99,380.56,379.77,382.2,384.23,378.35,377.31,371.67,372.3,359.8,358.3,345.1,347.31,332.32,330.47,333.32,335,355.41,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
50,Walt Disney,DIS,Communication Services,Entertainment,"$65,388 ","($2,864.00)",182.255,168.17,170.835,189.04,193.23,184.52,186.43,186.02,187.69,178.65,180.18,175.77,175.35,176.02,177.22,181.3,181.96,169.17,172.28,169.07,169.21,144.9,146.7,154.89,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
51,Archer Daniels Midland,ADM,Consumer Defensive,Farm Products,"$64,355 ","$1,772.00 ",50.4,50.01,50.48,56.58,57.2,57,57.13,63.13,63.86,66.53,67.15,60.6,61,59.72,59.93,60,60.21,60.01,60.27,64.24,64.51,62.21,63.3,67.59,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
52,Albertsons,,,,"$62,455 ",$466.40 ,,,,,,,,,,,,,,,,,,,,,,,,,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
53,Valero Energy,VLO,Energy,Oil & Gas Refining & Marketing,"$60,115 ","($1,421.00)",57.03,56.43,56.94,76.98,78.5,71.6,72.14,73.96,75.52,80.4,81.53,78.08,79.5,66.97,67.3,66.31,66.1,70.57,70.89,77.33,77.99,66.94,68.99,75.11,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
54,Boeing,BA,Industrials,Aerospace & Defense,"$58,158 ","($11,873.00)",210,194.19,196,212.01,219.6,254.72,256.67,234.31,234.11,247.02,253,239.56,240.36,226.48,227.19,219.5,220,219.94,222.85,207.03,207,197.85,200.81,201.32,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
55,Prudential Financial,PRU,Financial Services,Insurance - Life,"$57,033 ",($374.00),78.4,78.28,78.86,86.72,88.52,91.1,90.9,100.36,101.35,106.97,107.91,102.47,103.29,100.28,101,105.88,106.11,105.2,105.5,110.05,111.05,102.26,104.54,108.24,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
56,HP,HPQ,Technology,Computer Hardware,"$56,639 ","$2,844.00 ",24.7,24.34,24.48,28.97,29.37,31.75,32.08,34.11,34.33,29.23,29.72,30.19,30.26,28.87,29.05,29.74,29.69,27.36,27.525,30.33,30.42,35.28,35.99,37.67,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
57,Raytheon Technologies,RTX,Industrials,Aerospace & Defense,"$56,587 ","($3,519.00)",71.38,66.73,67.6,71.99,73.51,77.27,77.61,83.24,83.8,88.71,89.81,85.31,85.42,86.95,87.14,84.76,85.14,85.96,86.8,88.86,88.91,80.92,82.14,86.06,6.4,6.2,6.1,6.1,5.8,5.9,5.4,5.1,4.7,4.5,4.1,3.9,21020.854,20758.5,21196.372,21270.734,21306.106,21355.787,21432.14,21467.692,21553.345,21777.972,21783.761,21985.168
