rank,company,revenue ($ millions),profit ($ millions),Sector
179,Omnicom Group,15417,1148.6,Communication Services
180,Genuine Parts,15340,687.2,Consumer Cyclical
181,DaVita,15197,879.9,Healthcare
182,Colgate-Palmolive,15195,2441,Consumer Defensive
183,PPG Industries,15178,877,Basic Materials
184,Goodyear Tire & Rubber,15158,1264,Consumer Cyclical
185,Synchrony Financial,15122,2251,Financial Services
186,DISH Network,15095,1449.9,Communication Services
187,Visa,15082,5991,Financial Services
188,Nordstrom,14757,354,Consumer Cyclical
189,INTL FCStone,14755,54.7,Financial Services
190,WestRock,14706,-396.3,Consumer Cyclical
191,XPO Logistics,14619,69,Industrials
192,Aramark,14416,287.8,Industrials
193,CBS,14386,1261,Communication Services
194,AES,14287,-1130,Utilities
195,WellCare Health Plans,14237,242.1,Healthcare
196,FirstEnergy,14156,-6177,Utilities
197,Conagra Brands,14134,-677,Consumer Defensive
198,Synnex,14062,234.9,Technology
199,CDW,13982,424.4,Technology
200,Textron,13788,962,Industrials
201,Waste Management,13609,1182,Industrials
202,Illinois Tool Works,13599,2035,Industrials
203,Office Depot,13585,529,Consumer Cyclical
204,Monsanto,13502,1336,Basic Materials
205,Cognizant Technology Solutions,13487,1553,Technology
206,Texas Instruments,13370,3595,Technology
207,Lincoln National,13330,1192,Financial Services
208,Newell Brands,13264,527.8,Consumer Defensive
209,Land O’Lakes,13233,244.9,Consumer Defensive
210,Marsh & McLennan,13211,1768,Financial Services
211,Ecolab,13153,1229.6,Basic Materials
212,C.H. Robinson Worldwide,13144,513.4,Industrials
213,Loews,13105,654,Financial Services
214,CBRE Group,13072,572,Real Estate
215,Kinder Morgan,13058,708,Energy
216,Kellogg,13014,694,Consumer Defensive
217,Western Digital,12994,242,Technology
218,Guardian Life Ins. Co. of America,12919,263.9,Financial Services
219,Ross Stores,12867,1117.7,Consumer Cyclical
220,L Brands,12574,1158.1,Consumer Cyclical
221,J.C. Penney,12547,1,Consumer Cyclical
222,Farmers Insurance Exchange,12513,-147.9,Financial Services
223,Reynolds American,12503,6073,Consumer Cyclical
224,Viacom,12488,1438,Communication Services
225,Becton Dickinson,12483,976,Healthcare
226,Micron Technology,12399,-276,Technology
227,Principal Financial,12394,1316.5,Financial Services
228,Arconic,12394,-941,Industrials
229,NRG Energy,12351,-774,Utilities
230,VF,12207,1074.1,Consumer Cyclical
231,Devon Energy,12197,-3302,Energy
232,D.R. Horton,12157,886.3,Consumer Cyclical
233,Bed Bath & Beyond,12104,841.5,Consumer Cyclical
234,Consolidated Edison,12075,1245,Utilities
235,Edison International,11869,1311,Utilities
236,Sherwin-Williams,11856,1132.7,Basic Materials
237,NGL Energy Partners,11742,-198.9,Energy
238,Dominion Energy,11737,2123,Utilities
239,Ameriprise Financial,11735,1314,Financial Services
240,ADP,11668,1492.5,Industrials
241,Hilton Worldwide Holdings,11663,348,Consumer Cyclical
242,First Data,11584,420,Financial Services
243,Henry Schein,11572,506.8,Healthcare
244,Toys “R” Us,11540,-36,Consumer Cyclical
245,BB&T Corp.,11538,2426,Financial Services
246,Reinsurance Group of America,11522,701.4,Financial Services
247,Core-Mark Holding,11507,54.2,Consumer Defensive
248,Biogen,11449,3702.8,Healthcare
249,Las Vegas Sands,11410,1670,Consumer Cyclical
250,Stanley Black & Decker,11407,965.3,Industrials
251,Parker-Hannifin,11361,806.8,Industrials
252,Stryker,11325,1647,Healthcare
253,Estee Lauder,11262,1114.6,Consumer Defensive
254,Celgene,11229,1999.2,Healthcare
255,BlackRock,11155,3172,Financial Services
256,Xcel Energy,11107,1123.4,Utilities
257,CSX,11069,1714,Industrials
258,Unum Group,11047,931.4,Financial Services
259,Jacobs Engineering Group,10964,210.5,Industrials
260,Lennar,10950,911.8,Consumer Cyclical
261,Group 1 Automotive,10888,147.1,Consumer Cyclical
262,Leucadia National,10875,130,Financial Services
263,Entergy,10846,-583.6,Utilities
264,PayPal Holdings,10842,1401,Financial Services
265,Applied Materials,10825,1721,Technology
266,Voya Financial,10782,-428,Financial Services
267,Mastercard,10776,4059,Financial Services
268,Priceline Group,10743,2135,Consumer Cyclical
269,Liberty Interactive,10647,1235,Communication Services
270,AutoZone,10636,1241,Consumer Cyclical
271,State Street Corp.,10635,2143,Financial Services
272,DTE Energy,10630,868,Utilities
273,L3 Technologies,10597,710,Industrials
274,HollyFrontier,10536,-260.5,Energy
275,Praxair,10534,1500,Basic Materials
276,Universal Health Services,10508,702.4,Healthcare
277,Discover Financial Services,10497,2393,Financial Services
278,Occidental Petroleum,10398,-574,Energy
279,United States Steel,10261,-440,Basic Materials
280,Sempra Energy,10183,1370,Utilities
281,Baxter International,10163,4965,Healthcare
282,W.W. Grainger,10137,605.9,Industrials
283,Autoliv,10074,567.1,Consumer Cyclical
284,Norfolk Southern,9888,1668,Industrials
285,Baker Hughes,9841,-2738,Energy
286,Ally Financial,9835,1067,Financial Services
287,Sonic Automotive,9732,93.2,Consumer Cyclical
288,Owens & Minor,9723,108.8,Healthcare
289,Huntsman,9657,326,Basic Materials
290,Laboratory Corp. of America,9642,732.1,Healthcare
291,Murphy USA,9633,221.5,Consumer Cyclical
292,Advance Auto Parts,9568,459.6,Consumer Cyclical
293,Fidelity National Financial,9554,650,Financial Services
294,Air Products & Chemicals,9524,631.1,Basic Materials
295,Hormel Foods,9523,890.1,Consumer Defensive
296,Hertz Global Holdings,9480,-491,Industrials
297,MGM Resorts International,9455,1101.4,Consumer Cyclical
298,Corning,9390,3695,Technology
299,Republic Services,9388,612.6,Industrials
300,Alcoa,9318,-400,Basic Materials
301,Fidelity National Information Services,9241,568,Technology
302,Pacific Life,9169,824,Financial Services
303,SunTrust Banks,9161,1878,Financial Services
304,LKQ,9082,464,Consumer Cyclical
305,BorgWarner,9071,118.5,Consumer Cyclical
306,Ball,9061,263,Basic Materials
307,CST Brands,9061,324,Energy
308,Public Service Enterprise Group,9061,887,Utilities
309,Eastman Chemical,9008,854,Basic Materials
310,eBay,8979,7266,Consumer Cyclical
311,Mohawk Industries,8959,930.4,Consumer Cyclical
312,Oneok,8921,352,Energy
313,Frontier Communications,8896,-373,Communication Services
314,Netflix,8831,186.7,Communication Services
315,American Family Insurance Group,8829,325.6,Financial Services
316,Thrivent Financial for Lutherans,8777,587.8,Financial Services
317,Expedia,8774,281.8,Consumer Cyclical
318,Lithia Motors,8678,197.1,Consumer Cyclical
319,Avis Budget Group,8659,163,Industrials
320,Reliance Steel & Aluminum,8613,304.3,Basic Materials
321,GameStop,8608,353.2,Consumer Cyclical
322,Tenneco,8599,363,Consumer Cyclical
323,O’Reilly Automotive,8593,1037.7,Consumer Cyclical
324,Peter Kiewit Sons’,8573,396,Industrials
325,United Natural Foods,8470,125.8,Consumer Defensive
326,salesforce.com,8392,179.6,Technology
327,Boston Scientific,8386,347,Healthcare
328,Newmont Mining,8379,-627,Basic Materials
329,Genworth Financial,8369,-277,Financial Services
330,Live Nation Entertainment,8355,2.9,Communication Services
331,Veritiv,8327,21,Industrials
332,News Corp.,8319,179,Communication Services
333,Crown Holdings,8284,496,Consumer Cyclical
334,Global Partners,8240,-199.4,Energy
335,PVH,8203,549,Consumer Cyclical
336,Level 3 Communications,8172,677,Communication Services
337,Navistar International,8111,-97,Industrials
338,Univar,8074,-68.4,Basic Materials
339,Campbell Soup,7961,563,Consumer Defensive
340,Dick’s Sporting Goods,7922,287.4,Consumer Cyclical
341,Weyerhaeuser,7902,1027,Real Estate
342,Mutual of Omaha Insurance,7899,356.6,Financial Services
343,Chesapeake Energy,7872,-4401,Energy
344,Anadarko Petroleum,7869,-3071,Energy
345,Interpublic Group,7847,608.5,Communication Services
346,J.M. Smucker,7811,688.7,Consumer Defensive
347,Steel Dynamics,7777,382.1,Basic Materials
348,Foot Locker,7766,664,Consumer Cyclical
349,Western Refining,7743,124.9,Energy
350,SpartanNash,7735,56.8,Consumer Defensive
351,Dean Foods,7710,119.9,Consumer Defensive
352,Zimmer Biomet Holdings,7684,305.9,Healthcare
353,PulteGroup,7669,602.7,Consumer Cyclical
354,W.R. Berkley,7654,601.9,Financial Services
355,Quanta Services,7651,198.4,Industrials
356,EOG Resources,7651,-1096.7,Energy
357,Charles Schwab,7644,1889,Financial Services
358,Eversource Energy,7639,942.3,Utilities
359,Anixter International,7625,120.5,Industrials
360,EMCOR Group,7552,181.9,Industrials
361,Assurant,7532,565.4,Financial Services
362,CenterPoint Energy,7528,432,Utilities
363,Harris,7527,324,Energy
364,HD Supply Holdings,7524,196,Industrials
365,PPL,7517,1902,Utilities
366,Quest Diagnostics,7515,645,Healthcare
367,Williams,7499,-424,Energy
368,WEC Energy Group,7472,939,Utilities
369,Hershey,7440,720,Consumer Defensive
370,AGCO,7411,160.1,Industrials
371,Ralph Lauren,7405,396,Consumer Cyclical
372,Masco,7357,491,Industrials
373,WESCO International,7336,101.6,Industrials
374,LifePoint Health,7274,121.9,Healthcare
375,National Oilwell Varco,7251,-2412,Energy
376,Kindred Healthcare,7227,-664.2,Healthcare
377,Mosaic,7163,297.8,Basic Materials
378,Alliance Data Systems,7138,515.8,Financial Services
379,Computer Sciences,7106,251,Technology
380,Huntington Ingalls Industries,7068,573,Industrials
381,Leidos Holdings,7043,244,Technology
382,Erie Insurance Group,7016,741.9,Financial Services
383,Tesla,7000,-674.9,Consumer Cyclical
384,Ascena Retail Group,6995,-11.9,Consumer Cyclical
385,Darden Restaurants,6934,375,Consumer Cyclical
386,Harman International Industries,6912,361.7,Consumer Cyclical
387,Nvidia,6910,1666,Technology
388,R.R. Donnelley & Sons,6896,-495.9,Industrials
389,Fifth Third Bancorp,6889,1564,Financial Services
390,Quintiles IMS Holdings,6878,115,Healthcare
391,Jones Lang LaSalle,6804,318.2,Real Estate
392,Dover,6794,508.9,Industrials
393,Spirit AeroSystems Holdings,6793,469.7,Industrials
394,Ryder System,6787,262.5,Industrials
395,A-Mark Precious Metals,6784,9.3,Financial Services
396,Tractor Supply,6780,437.1,Consumer Cyclical
397,Sealed Air,6778,486.4,Consumer Cyclical
398,Auto-Owners Insurance,6775,706.3,Financial Services
399,Yum China Holdings,6752,502,Consumer Cyclical
400,Calpine,6716,92,Utilities
401,Owens-Illinois,6702,209,Consumer Cyclical
402,Targa Resources,6691,-187.3,Energy
403,JetBlue Airways,6632,759,Industrials
404,Jones Financial (Edward Jones),6632,746,Financial Services
405,Franklin Resources,6618,1726.7,Financial Services
406,Activision Blizzard,6608,966,Communication Services
407,J.B. Hunt Transport Services,6556,432.1,Industrials
408,Constellation Brands,6548,1054.9,Consumer Defensive
409,NCR,6543,270,Technology
410,Asbury Automotive Group,6528,167.2,Consumer Cyclical
411,American Financial Group,6498,649,Financial Services
412,Discovery Communications,6497,1194,Communication Services
413,Berry Global Group,6489,236,Consumer Cyclical
414,Sanmina,6481,187.8,Technology
415,CalAtlantic Group,6477,484.7,Real Estate
416,Dr Pepper Snapple Group,6440,847,Consumer Defensive
417,Dillard’s,6418,169.2,Consumer Cyclical
418,HRG Group,6403,-198.8,Financial Services
419,CMS Energy,6399,551,Utilities
420,Graybar Electric,6385,93.1,Basic Materials
421,Builders FirstSource,6367,144.3,Industrials
422,Yum Brands,6366,1619,Consumer Cyclical
423,Casey’s General Stores,6304,226,Consumer Cyclical
424,Amphenol,6286,822.9,Technology
425,Oshkosh,6279,216.4,Industrials
426,iHeartMedia,6274,-296.3,Communication Services
427,TreeHouse Foods,6175,-228.6,Consumer Cyclical
428,Alleghany,6131,456.9,Financial Services
429,Expeditors International of Washington,6098,430.8,Industrials
430,Avery Dennison,6087,320.7,Consumer Cyclical
431,Ameren,6076,653,Utilities
432,Hanesbrands,6063,539.4,Consumer Cyclical
433,Motorola Solutions,6038,560,Technology
434,St. Jude Medical,6004,734,Healthcare
435,Harley-Davidson,5997,692.2,Consumer Cyclical
436,Regions Financial,5967,1163,Financial Services
437,Intercontinental Exchange,5958,1422,Financial Services
438,Alaska Air Group,5931,814,Industrials
439,Old Republic International,5901,466.9,Financial Services
440,Lam Research,5886,914,Technology
441,AK Steel Holding,5883,-7.8,Basic Materials
442,Rockwell Automation,5880,729.7,Industrials
443,Adobe Systems,5854,1168.8,Technology
444,Avon Products,5853,-107.6,Consumer Defensive
445,Terex,5841,-176.1,Industrials
446,NVR,5835,425.3,Consumer Cyclical
447,Dana,5826,640,Consumer Cyclical
448,Realogy Holdings,5810,213,Real Estate
449,American Tower,5786,956.4,Real Estate
450,Packaging Corp. of America,5779,449.6,Consumer Cyclical
451,Citizens Financial Group,5763,1045,Financial Services
452,United Rentals,5762,566,Industrials
453,Clorox,5761,648,Consumer Defensive
454,Genesis Healthcare,5733,-64,Healthcare
455,M&T Bank Corp.,5722,1315.1,Financial Services
456,Ingredion,5704,484.9,Consumer Defensive
457,UGI,5686,364.7,Utilities
458,Owens Corning,5677,393,Industrials
459,S&P Global,5661,2106,Financial Services
460,Markel,5612,455.7,Financial Services
461,Wyndham Worldwide,5599,611,Consumer Cyclical
462,Arthur J. Gallagher,5595,414.4,Financial Services
463,Burlington Stores,5591,215.9,Consumer Cyclical
464,First American Financial,5576,343,Financial Services
465,Symantec,5568,2488,Technology
466,Patterson,5555,187.2,Healthcare
467,Olin,5551,-3.9,Basic Materials
468,NetApp,5546,229,Technology
469,Raymond James Financial,5520,529.4,Financial Services
470,TravelCenters of America,5511,-2,Consumer Cyclical
471,Fiserv,5505,930,Technology
472,Host Hotels & Resorts,5488,762,Real Estate
473,Insight Enterprises,5486,84.7,Technology
474,Mattel,5457,318,Consumer Cyclical
475,AmTrust Financial Services,5451,411,Financial Services
476,Cincinnati Financial,5449,590.7,Financial Services
477,Simon Property Group,5435,1838.9,Real Estate
478,Western Union,5423,253.2,Financial Services
479,KeyCorp,5422,791,Financial Services
480,Delek US Holdings,5414,-153.7,Energy
481,Booz Allen Hamilton Holding,5406,294.1,Industrials
482,Chemours,5400,7,Basic Materials
483,Western & Southern Financial Group,5398,241.2,Financial Services
484,Celanese,5389,900,Basic Materials
485,Windstream Holdings,5387,-383.5,Communication Services
486,Seaboard,5379,312,Industrials
487,Essendant,5369,63.9,Industrials
488,Apache,5354,-1405,Energy
489,Airgas,5314,337.5,Basic Materials
490,Kelly Services,5277,120.8,Industrials
491,Liberty Media,5276,680,Communication Services
492,Rockwell Collins,5259,728,Industrials
493,Robert Half International,5250,343.4,Industrials
494,CH2M Hill,5236,15,Industrials
495,Big Lots,5200,152.8,Consumer Defensive
496,Michaels Cos.,5197,378.2,Consumer Cyclical
497,Toll Brothers,5170,382.1,Consumer Cyclical
498,Yahoo,5169,-214.3,Communication Services
499,Vistra Energy,5164,,Utilities
500,ABM Industries,5145,57.2,Industrials
