rank,company,revenue ($ millions),profit ($ millions),Sector
42,WellPoint,58801.8,2887.1,Healthcare
43,PepsiCo,57838.0,6320.0,Consumer Defensive
44,United Technologies,54326.0,4373.0,Industrials
45,Dow Chemical,53674.0,2310.0,Basic Materials
46,MetLife,52717.0,2790.0,Financial Services
47,Best Buy,49694.0,1317.0,Consumer Cyclical
48,United Parcel Service,49545.0,3488.0,Industrials
49,Kraft Foods,49542.0,4114.0,Consumer Defensive
50,Lowe's,48815.0,2010.0,Consumer Cyclical
51,INTL FCStone,46940.3,5.4,Financial Services
52,Lockheed Martin,46890.0,2926.0,Industrials
53,Merck,45987.0,861.0,Healthcare
54,Goldman Sachs Group,45967.0,8354.0,Financial Services
55,Express Scripts,44989.7,1181.2,Healthcare
56,Intel,43623.0,11464.0,Technology
57,Sears Holdings,43326.0,133.0,Consumer Cyclical
58,Caterpillar,42588.0,2700.0,Industrials
59,Chrysler Group,41946.0,-652.0,Consumer Cyclical
60,Safeway,41050.0,589.8,Consumer Defensive
61,Supervalu,40597.0,393.0,Consumer Defensive
62,Cisco Systems,40040.0,7767.0,Technology
63,Morgan Stanley,39320.0,4703.0,Financial Services
64,Prudential Financial,38414.0,3195.0,Financial Services
65,Walt Disney,38063.0,3963.0,Communication Services
66,Comcast,37937.0,3635.0,Communication Services
67,Sysco,37243.5,1180.0,Consumer Defensive
68,Sunoco,35453.0,234.0,Energy
69,Abbott Laboratories,35166.7,4626.2,Healthcare
70,Coca-Cola,35119.0,11809.0,Consumer Defensive
71,New York Life Insurance,34947.2,1091.5,Financial Services
72,Northrop Grumman,34757.0,2053.0,Industrials
73,FedEx,34734.0,1184.0,Industrials
74,Hess,34613.0,2125.0,Energy
75,Ingram Micro,34589.0,318.1,Technology
76,Johnson Controls,34305.0,1491.0,Industrials
77,Aetna,34246.0,1766.8,Healthcare
78,Amazon.com,34204.0,1152.0,Consumer Cyclical
79,Humana,33868.2,1099.4,Healthcare
80,Enterprise Products Partners,33739.3,320.8,Energy
81,Honeywell International,33370.0,2022.0,Industrials
82,Liberty Mutual Insurance Group,33193.0,1678.0,Financial Services
83,News Corp.,32778.0,2539.0,Communication Services
84,DuPont,32733.0,3031.0,Basic Materials
85,Sprint Nextel,32563.0,-3465.0,Communication Services
86,General Dynamics,32466.0,2624.0,Industrials
87,TIAA-CREF,32224.9,1405.9,Financial Services
88,Delta Air Lines,31755.0,593.0,Industrials
89,Allstate,31400.0,928.0,Financial Services
90,HCA Holdings,30683.0,1207.0,Healthcare
91,American Express,30242.0,4057.0,Financial Services
92,Google,29321.0,8505.0,Communication Services
93,Tyson Foods,28430.0,780.0,Consumer Defensive
94,Philip Morris International,27208.0,7259.0,Consumer Defensive
95,Time Warner,26888.0,2578.0,Communication Services
96,Oracle,26820.0,6135.0,Technology
97,3M,26662.0,4085.0,Industrials
98,Deere,26004.6,1865.0,Industrials
99,Plains All American Pipeline,25893.0,505.0,Energy
100,Rite Aid,25669.1,-506.7,Healthcare
101,Massachusetts Mutual Life Insurance,25647.1,258.2,Financial Services
102,Publix Super Markets,25328.1,1338.1,Consumer Defensive
103,CHS,25267.9,502.2,Basic Materials
104,Raytheon,25183.0,1840.0,Industrials
105,International Paper,25179.0,644.0,Consumer Cyclical
106,Travelers Cos.,25112.0,3216.0,Financial Services
107,Macy's,25003.0,847.0,Consumer Cyclical
108,Staples,24545.1,881.9,Consumer Defensive
109,Tech Data,24376.0,214.2,Technology
110,DirecTV,24102.0,2198.0,Communication Services
111,McDonald's,24074.6,4946.3,Consumer Cyclical
112,Northwestern Mutual,23384.3,756.3,Financial Services
113,Murphy Oil,23345.1,798.1,Energy
114,United Continental Holdings,23229.0,253.0,Industrials
115,Eli Lilly,23076.0,5069.5,Healthcare
116,Motorola Solutions,22823.0,633.0,Technology
117,Hartford Financial Services,22383.0,1680.0,Financial Services
118,AMR,22170.0,-471.0,Basic Materials
119,TJX,21942.2,1343.1,Consumer Cyclical
120,Emerson Electric,21866.0,2164.0,Industrials
121,Xerox,21633.0,606.0,Technology
122,Cigna,21253.0,1345.0,Healthcare
123,Alcoa,21013.0,254.0,Basic Materials
124,Fluor,20849.3,357.5,Industrials
125,Aflac,20732.0,2344.0,Financial Services
126,U.S. Bancorp,20518.0,3317.0,Financial Services
127,Nationwide,20265.0,959.0,Financial Services
128,Tesoro,20253.0,-29.0,Basic Materials
129,Occidental Petroleum,19857.0,4530.0,Energy
130,Kimberly-Clark,19746.0,1843.0,Consumer Defensive
131,Bristol-Myers Squibb,19484.0,3102.0,Healthcare
132,Avnet,19160.2,410.4,Technology
133,World Fuel Services,19131.1,146.9,Energy
134,Capital One Financial,19067.0,2743.0,Financial Services
135,Nike,19014.0,1906.7,Consumer Cyclical
136,Freeport-McMoRan Copper & Gold,18982.0,4336.0,Basic Materials
137,Time Warner Cable,18868.0,1308.0,Communication Services
138,Manpower,18866.5,-263.6,Industrials
139,Goodyear Tire & Rubber,18832.0,-216.0,Consumer Cyclical
140,Arrow Electronics,18744.7,479.6,Technology
141,Exelon,18644.0,2563.0,Utilities
142,Kohl's,18391.0,1114.0,Consumer Cyclical
143,Whirlpool,18366.0,619.0,Consumer Cyclical
144,Halliburton,17973.0,1835.0,Energy
145,United Services Automobile Assn.,17946.1,2637.4,Financial Services
146,J.C. Penney,17759.0,389.0,Consumer Cyclical
147,Southern,17456.0,1975.0,Utilities
148,United States Steel,17374.0,-482.0,Basic Materials
149,Ally Financial,17373.0,1075.0,Financial Services
150,AES,17138.0,9.0,Utilities
151,PNC Financial Services Group,17096.0,3412.0,Financial Services
152,EMC,17015.1,1900.0,Industrials
153,Union Pacific,16965.0,2780.0,Industrials
154,Altria Group,16892.0,3905.0,Consumer Defensive
155,Computer Sciences,16128.0,817.0,Technology
156,Illinois Tool Works,15870.4,1527.2,Industrials
157,Nucor,15844.6,134.1,Basic Materials
158,Medtronic,15817.0,3099.0,Healthcare
159,L-3 Communications,15680.0,955.0,Industrials
160,Colgate-Palmolive,15564.0,2203.0,Consumer Defensive
161,NextEra Energy,15317.0,1957.0,Utilities
162,Dominion Resources,15264.0,2808.0,Utilities
163,Amgen,15053.0,4627.0,Healthcare
164,Progressive,14963.3,1068.3,Financial Services
165,Bank of New York Mellon Corp.,14929.0,2518.0,Financial Services
166,General Mills,14796.5,1530.5,Consumer Defensive
167,Gap,14664.0,1204.0,Consumer Cyclical
168,Loews,14621.0,1288.0,Financial Services
169,American Electric Power,14427.0,1211.0,Utilities
170,Baker Hughes,14414.0,812.0,Energy
171,TRW Automotive Holdings,14383.0,834.0,Consumer Cyclical
172,Constellation Energy,14340.0,-982.6,Utilities
173,Duke Energy,14272.0,1320.0,Utilities
174,CBS,14059.8,724.2,Communication Services
175,Texas Instruments,13966.0,3228.0,Technology
176,"Toys ""R"" Us",13864.0,168.0,Consumer Cyclical
177,PG&E Corp.,13841.0,1099.0,Utilities
178,Eaton,13715.0,929.0,Industrials
179,Health Net,13619.9,204.2,Healthcare
180,Viacom,13497.0,1548.0,Communication Services
181,PPG Industries,13423.0,769.0,Basic Materials
182,Jabil Circuit,13409.4,168.8,Technology
183,FirstEnergy,13339.0,784.0,Utilities
184,Consolidated Edison,13325.0,992.0,Utilities
185,Chubb,13319.0,2174.0,Financial Services
186,Cummins,13226.0,1040.0,Industrials
187,Danaher,13202.6,1793.0,Healthcare
188,Dollar General,13035.0,627.9,Consumer Defensive
189,Oneok,13030.1,334.6,Energy
190,Community Health Systems,12986.5,280.0,Healthcare
191,Sara Lee,12919.0,506.0,Consumer Defensive
192,Baxter International,12843.0,1420.0,Healthcare
193,DISH Network,12640.7,984.7,Communication Services
194,Aramark,12571.7,30.7,Industrials
195,Omnicom Group,12542.5,827.7,Communication Services
196,Waste Management,12515.0,953.0,Industrials
197,AutoNation,12501.5,226.6,Consumer Cyclical
198,Edison International,12409.0,1256.0,Utilities
199,Kellogg,12397.0,1247.0,Consumer Defensive
200,ConAgra Foods,12370.2,725.8,Consumer Defensive
201,Public Service Enterprise Group,12195.0,1564.0,Utilities
202,National Oilwell Varco,12156.0,1667.0,Energy
203,Dean Foods,12149.2,91.5,Consumer Defensive
204,Navistar International,12145.0,223.0,Industrials
205,Southwest Airlines,12104.0,459.0,Industrials
206,Apache,12092.0,3032.0,Energy
207,Lear,11954.6,438.3,Consumer Cyclical
208,US Airways Group,11908.0,502.0,Industrials
209,Qwest Communications,11730.0,-55.0,Communication Services
210,Marriott International,11691.0,458.0,Consumer Cyclical
211,Office Depot,11633.1,34.9,Consumer Cyclical
212,Coventry Health Care,11587.9,438.6,Healthcare
213,Entergy,11487.6,1250.2,Utilities
214,Yum Brands,11343.0,1158.0,Consumer Cyclical
215,Genuine Parts,11207.6,475.5,Consumer Cyclical
216,Smithfield Foods,11202.6,-101.4,Consumer Defensive
217,ITT,11155.0,798.0,Industrials
218,Land O'Lakes,11146.4,178.1,Consumer Defensive
219,SAIC,11117.0,618.0,Technology
220,BB&T Corp.,11072.0,816.0,Financial Services
221,BJ's Wholesale Club,11024.8,95.0,Consumer Defensive
222,Qualcomm,10991.0,3247.0,Technology
223,Anadarko Petroleum,10984.0,761.0,Energy
224,Liberty Media,10982.0,1892.0,Communication Services
225,Marsh & McLennan,10931.0,855.0,Financial Services
226,Avon Products,10862.8,606.3,Consumer Defensive
227,Thermo Fisher Scientific,10788.7,1035.6,Healthcare
228,Penske Automotive Group,10734.4,108.3,Consumer Cyclical
229,Starbucks,10707.4,945.6,Consumer Cyclical
230,CSX,10636.0,1563.0,Industrials
231,Devon Energy,10633.0,4550.0,Energy
232,H.J. Heinz,10558.0,864.9,Consumer Defensive
233,Textron,10525.0,86.0,Industrials
234,Monsanto,10502.0,1109.0,Basic Materials
235,Lincoln National,10410.5,980.3,Financial Services
236,First Data,10380.4,-1021.8,Financial Services
237,Xcel Energy,10310.9,755.8,Utilities
238,Paccar,10292.9,457.6,Industrials
239,Unum Group,10193.2,886.1,Financial Services
240,Progress Energy,10190.0,856.0,Energy
241,Praxair,10116.0,1195.0,Basic Materials
242,KBR,10099.0,327.0,Industrials
243,Genworth Financial,10089.0,142.0,Financial Services
244,SunTrust Banks,10071.7,189.0,Financial Services
245,Guardian Life Ins. Co. of America,10050.5,225.1,Financial Services
246,Ameriprise Financial,10046.0,1097.0,Financial Services
247,R.R. Donnelley & Sons,10018.9,221.7,Industrials
248,Parker Hannifin,9993.2,554.1,Industrials
249,Peter Kiewit Sons',9938.0,581.0,Industrials
250,Jacobs Engineering Group,9915.5,246.0,Industrials
251,Western Digital,9850.0,1382.0,Technology
252,Oshkosh,9842.4,790.0,Industrials
253,State Street Corp.,9716.0,1556.0,Financial Services
254,Nordstrom,9700.0,613.0,Consumer Cyclical
255,Liberty Global,9667.7,388.2,Communication Services
256,KKR,9667.6,333.2,Financial Services
257,Williams,9616.0,-1097.0,Energy
258,Limited Brands,9613.3,804.8,Consumer Cyclical
259,Applied Materials,9548.7,937.9,Technology
260,Newmont Mining,9540.0,2277.0,Basic Materials
261,Norfolk Southern,9516.0,1496.0,Industrials
262,GameStop,9473.7,408.0,Consumer Cyclical
263,Chesapeake Energy,9366.0,1774.0,Energy
264,Huntsman,9302.0,27.0,Basic Materials
265,C.H. Robinson Worldwide,9274.3,387.0,Industrials
266,Tenet Healthcare,9233.0,1143.0,Healthcare
267,URS,9177.1,287.9,Industrials
268,Principal Financial,9158.6,699.3,Financial Services
269,eBay,9156.3,1801.0,Consumer Cyclical
270,Icahn Enterprises,9119.0,199.0,Energy
271,Air Products & Chemicals,9026.0,1029.1,Basic Materials
272,Ashland,9012.0,332.0,Basic Materials
273,Whole Foods Market,9005.8,245.8,Consumer Defensive
274,Sempra Energy,9003.0,739.0,Utilities
275,Automatic Data Processing,8944.9,1211.4,Industrials
276,NRG Energy,8849.0,477.0,Utilities
277,Caesars Entertainment,8818.6,-831.1,Consumer Cyclical
278,Great Atlantic & Pacific Tea,8813.6,-876.5,Consumer Defensive
279,CenterPoint Energy,8785.0,442.0,Utilities
280,PPL,8638.0,938.0,Utilities
281,Synnex,8617.1,127.9,Technology
282,BlackRock,8612.0,2063.0,Financial Services
283,DTE Energy,8557.0,630.0,Utilities
284,Reynolds American,8551.0,1113.0,Consumer Cyclical
285,Assurant,8527.7,279.2,Financial Services
286,Aon,8512.0,706.0,Financial Services
287,Micron Technology,8482.0,1850.0,Technology
288,Stanley Black & Decker,8409.6,198.2,Industrials
289,Holly,8322.9,104.0,Consumer Cyclical
290,Reinsurance Group of America,8261.7,574.4,Financial Services
291,Discover Financial Services,8241.2,764.8,Financial Services
292,Energy Future Holdings,8235.0,-2812.0,Energy
293,Regions Financial,8220.0,-539.0,Financial Services
294,Kinder Morgan,8190.6,-41.3,Energy
295,Owens & Minor,8123.6,110.6,Healthcare
296,Republic Services,8106.6,506.5,Industrials
297,Visa,8065.0,2966.0,Financial Services
298,Western Refining,7965.1,-17.0,Energy
299,Gilead Sciences,7949.4,2901.3,Healthcare
300,Ball,7948.5,468.0,Basic Materials
301,Crown Holdings,7941.0,324.0,Consumer Cyclical
302,Family Dollar Stores,7867.0,358.1,Consumer Defensive
303,Ross Stores,7866.1,554.8,Consumer Cyclical
304,Bed Bath & Beyond,7828.8,600.0,Consumer Cyclical
305,Boston Scientific,7806.0,-1065.0,Healthcare
306,Global Partners,7801.6,27.0,Energy
307,Estée Lauder,7795.8,478.3,Consumer Defensive
308,Sherwin-Williams,7776.4,462.5,Basic Materials
309,Enbridge Energy Partners,7736.1,-198.5,Energy
310,VF,7702.6,571.4,Consumer Cyclical
311,CarMax,7690.3,281.7,Consumer Cyclical
312,Campbell Soup,7676.0,844.0,Consumer Defensive
313,Ameren,7638.0,139.0,Utilities
314,Masco,7592.0,-1043.0,Industrials
315,Hertz Global Holdings,7562.5,-48.0,Industrials
316,Becton Dickinson,7540.1,1317.6,Healthcare
317,Henry Schein,7526.8,325.8,Healthcare
318,Thrivent Financial for Lutherans,7470.5,247.2,Financial Services
319,Visteon,7466.0,N.A.,Consumer Cyclical
320,Quest Diagnostics,7368.9,720.9,Healthcare
321,Cablevision Systems,7362.9,360.9,Communication Services
322,AutoZone,7362.6,738.3,Consumer Cyclical
323,Stryker,7320.0,1273.4,Healthcare
324,Winn-Dixie Stores,7247.8,28.9,Consumer Defensive
325,Hormel Foods,7220.7,395.6,Consumer Defensive
326,Fifth Third Bancorp,7218.0,753.0,Financial Services
327,Eastman Kodak,7187.0,-687.0,Industrials
328,W.W. Grainger,7182.2,510.9,Industrials
329,Autoliv,7170.6,590.6,Consumer Cyclical
330,OfficeMax,7150.0,71.2,Consumer Cyclical
331,Dover,7142.0,700.1,Industrials
332,Darden Restaurants,7113.1,404.5,Consumer Cyclical
333,Charter Communications,7059.0,-237.0,Communication Services
334,CenturyLink,7041.5,947.7,Communication Services
335,Pepco Holdings,7039.0,32.0,Consumer Defensive
336,Shaw Group,7000.8,92.7,Industrials
337,Goodrich,6966.9,578.7,Industrials
338,Peabody Energy,6944.2,774.0,Energy
339,Sonic Automotive,6935.9,89.9,Consumer Cyclical
340,AGCO,6896.6,220.5,Industrials
341,Dole Food,6894.0,-34.1,Consumer Defensive
342,Las Vegas Sands,6853.2,599.4,Consumer Cyclical
343,Broadcom,6818.3,1081.8,Technology
344,SLM,6776.3,530.4,Financial Services
345,Owens-Illinois,6762.0,-47.0,Consumer Cyclical
346,Mosaic,6759.1,827.1,Basic Materials
347,Coca-Cola Enterprises,6714.0,624.0,Consumer Defensive
348,Eastman Chemical,6691.0,438.0,Basic Materials
349,Calpine,6637.0,31.0,Utilities
350,Corning,6632.0,3558.0,Technology
351,Energy Transfer Equity,6598.1,192.8,Energy
352,Fortune Brands,6570.5,487.6,Industrials
353,AECOM Technology,6559.4,236.9,Industrials
354,Weyerhaeuser,6552.0,1281.0,Real Estate
355,Interpublic Group,6531.9,261.1,Communication Services
356,Avery Dennison,6512.7,316.9,Consumer Cyclical
357,Advanced Micro Devices,6494.0,471.0,Technology
358,American Family Insurance Group,6491.8,487.1,Financial Services
359,DaVita,6447.4,405.7,Healthcare
360,CMS Energy,6442.0,340.0,Utilities
361,Commercial Metals,6429.1,-205.3,Basic Materials
362,NiSource,6422.7,292.0,Utilities
363,Pantry,6367.8,-165.6,Consumer Defensive
364,CIT Group,6362.5,516.8,Financial Services
365,Yahoo,6324.7,1231.7,Communication Services
366,Sanmina-SCI,6318.7,122.4,Technology
367,Reliance Steel & Aluminum,6312.8,194.4,Basic Materials
368,Steel Dynamics,6300.9,140.7,Basic Materials
369,Smurfit-Stone Container,6286.0,N.A.,Basic Materials
370,Dillard's,6253.5,179.6,Consumer Cyclical
371,Omnicare,6199.5,-106.1,Healthcare
372,McGraw-Hill,6168.3,828.1,Communication Services
373,MeadWestvaco,6168.0,106.0,Basic Materials
374,Virgin Media,6138.2,-218.3,Communication Services
375,Cameron International,6134.8,562.9,Energy
376,Dana Holding,6109.0,10.0,Consumer Cyclical
377,EOG Resources,6099.9,160.7,Energy
378,Ecolab,6089.7,530.3,Basic Materials
379,Jarden,6022.7,106.7,Consumer Cyclical
380,MGM Resorts International,6019.2,-1437.4,Consumer Cyclical
381,Spectrum Group International,6012.4,-1.1,Consumer Cyclical
382,Symantec,5985.0,714.0,Technology
383,AK Steel Holding,5968.3,-128.9,Basic Materials
384,Expeditors International of Washington,5967.6,344.2,Industrials
385,TravelCenters of America,5962.5,-65.6,Consumer Cyclical
386,Tenneco,5937.0,39.0,Consumer Cyclical
387,Advance Auto Parts,5925.2,346.1,Consumer Cyclical
388,Celanese,5918.0,377.0,Basic Materials
389,Frontier Oil,5884.9,37.8,Energy
390,Dollar Tree,5882.4,397.3,Consumer Defensive
391,CC Media Holdings,5865.7,-479.1,Communication Services
392,Mattel,5856.2,684.9,Consumer Cyclical
393,Franklin Resources,5853.0,1445.7,Financial Services
394,Domtar,5850.0,605.0,Basic Materials
395,Barnes & Noble,5810.6,36.7,Consumer Cyclical
396,Amerigroup,5806.3,273.4,Healthcare
397,Newell Rubbermaid,5759.2,292.8,Consumer Defensive
398,Fidelity National Financial,5740.3,370.1,Financial Services
399,Mutual of Omaha Insurance,5724.2,-45.2,Financial Services
400,PetSmart,5693.8,239.9,Consumer Cyclical
401,Universal American,5687.2,187.7,Healthcare
402,Hershey,5671.0,509.8,Consumer Defensive
403,BorgWarner,5652.8,377.4,Consumer Cyclical
404,Dr Pepper Snapple Group,5636.0,528.0,Consumer Defensive
405,Pacific Life,5603.0,480.0,Financial Services
406,NII Holdings,5601.3,341.1,Communication Services
407,UGI,5591.4,261.0,Utilities
408,Universal Health Services,5572.3,230.2,Healthcare
409,Precision Castparts,5539.6,921.8,Industrials
410,MasterCard,5539.0,1846.0,Financial Services
411,Clorox,5534.0,603.0,Consumer Defensive
412,Core-Mark Holding,5510.3,17.7,Consumer Defensive
413,Group 1 Automotive,5509.2,50.3,Consumer Cyclical
414,Anixter International,5472.1,108.5,Industrials
415,Gannett,5471.4,588.2,Communication Services
416,Targa Resources,5469.2,-15.0,Energy
417,KeyCorp,5458.0,554.0,Financial Services
418,Mylan,5450.5,345.1,Healthcare
419,Agilent Technologies,5444.0,684.0,Healthcare
420,WellCare Health Plans,5440.2,-53.4,Healthcare
421,Pitney Bowes,5425.3,292.4,Industrials
422,CH2M Hill,5422.8,93.7,Industrials
423,Lubrizol,5417.8,732.2,Basic Materials
424,O'Reilly Automotive,5397.5,419.4,Consumer Cyclical
425,Auto-Owners Insurance,5395.8,270.6,Financial Services
426,Fidelity National Information Services,5331.0,404.5,Technology
427,Mohawk Industries,5319.1,185.5,Consumer Cyclical
428,Consol Energy,5236.0,346.8,Energy
429,Harris,5206.1,561.6,Energy
430,Integrys Energy Group,5203.2,220.9,Energy
431,Western Union,5192.7,909.9,Financial Services
432,Avis Budget Group,5185.0,54.0,Industrials
433,Momentive Specialty Chemicals,5174.0,214.0,Basic Materials
434,SunGard Data Systems,5172.0,-570.0,Technology
435,Health Management Associates,5169.0,150.1,Healthcare
436,St. Jude Medical,5164.8,907.4,Healthcare
437,Ryder System,5136.4,118.2,Industrials
438,Booz Allen Hamilton Holding,5122.6,25.4,Industrials
439,Emcor Group,5121.3,-86.7,Industrials
440,CB Richard Ellis Group,5119.2,200.3,Real Estate
441,Starwood Hotels & Resorts,5071.0,477.0,Real Estate
441,Spectra Energy,5071.0,1049.0,Energy
443,Wesco International,5063.9,115.5,Industrials
444,Live Nation Entertainment,5063.7,-228.4,Communication Services
445,Avaya,5060.0,-874.0,Technology
446,Foot Locker,5049.0,169.0,Consumer Cyclical
447,Laboratory Corp. of America,5003.9,558.2,Healthcare
448,Owens Corning,4997.0,933.0,Industrials
449,Nash-Finch,4992.0,50.9,Consumer Defensive
450,Telephone & Data Systems,4986.8,143.8,Communication Services
451,Polo Ralph Lauren,4978.9,479.5,Consumer Cyclical
452,Apollo Group,4958.1,553.0,Financial Services
453,Big Lots,4952.2,222.5,Consumer Defensive
454,Con-way,4952.0,4.0,Industrials
455,Kelly Services,4950.3,26.1,Industrials
456,Western & Southern Financial Group,4921.1,219.8,Financial Services
457,Allergan,4919.4,0.6,Healthcare
458,Harley-Davidson,4907.9,146.5,Consumer Cyclical
459,Northeast Utilities,4898.2,387.9,Utilities
460,SPX,4892.7,205.6,Industrials
461,Erie Insurance Group,4890.0,162.2,Financial Services
462,Bemis,4890.0,205.1,Basic Materials
463,Meritor,4882.0,12.0,Consumer Cyclical
464,Dick's Sporting Goods,4871.5,182.1,Consumer Cyclical
465,General Cable,4864.9,69.5,Industrials
466,Rockwell Automation,4857.0,464.3,Industrials
467,United Stationers,4832.2,112.8,Industrials
468,SanDisk,4826.8,1300.1,Technology
469,NCR,4819.0,134.0,Technology
470,Washington Post,4817.1,278.1,Communication Services
471,Insight Enterprises,4809.9,75.5,Technology
472,Alliant Techsystems,4807.7,278.7,Industrials
473,Atmos Energy,4789.7,205.8,Utilities
474,AbitibiBowater,4746.0,-1940.0,Basic Materials
475,W.R. Berkley,4724.1,449.3,Financial Services
476,Biogen Idec,4716.4,1005.3,Healthcare
477,Cliffs Natural Resources,4682.2,1019.9,Basic Materials
478,Rockwell Collins,4665.0,561.0,Industrials
479,Phillips-Van Heusen,4636.8,53.8,Consumer Cyclical
480,Graybar Electric,4616.4,42.0,Basic Materials
481,El Paso,4616.0,758.0,Energy
482,J.M. Smucker,4605.3,494.1,Consumer Defensive
483,Scana,4601.0,376.0,Utilities
484,Cognizant Technology Solutions,4592.4,733.5,Technology
485,Terex,4575.9,358.5,Industrials
486,PulteGroup,4569.3,-1096.7,Consumer Cyclical
487,Genzyme,4535.9,422.1,Healthcare
488,YRC Worldwide,4528.8,-322.2,Industrials
489,American Financial Group,4497.0,479.0,Financial Services
490,Sealed Air,4490.1,255.9,Consumer Cyclical
491,Charles Schwab,4474.0,454.0,Financial Services
492,RadioShack,4472.7,206.1,Consumer Cyclical
493,Centene,4470.1,94.8,Healthcare
494,Host Hotels & Resorts,4442.0,-130.0,Real Estate
495,NYSE Euronext,4425.0,577.0,Financial Services
496,Levi Strauss,4410.6,156.5,Consumer Cyclical
497,NuStar Energy,4403.1,239.0,Energy
498,Ruddick,4400.5,112.0,Consumer Defensive
499,D.R. Horton,4400.2,245.1,Consumer Cyclical
500,Seaboard,4385.7,283.6,Industrials
