rank,company,revenue ($ millions),profit ($ millions),Sector
106,Travelers Cos.,28902.00,2056.00,Financial Services
107,Hewlett Packard Enterprise,28871.00,344,Technology
108,Philip Morris International,28748.00,6035.00,Consumer Defensive
109,Twenty-First Century Fox,28500.00,2952.00,Communication Services
110,AbbVie,28216.00,5309.00,Healthcare
111,Abbott Laboratories,27390.00,477,Healthcare
112,Progressive,26839.00,1592.20,Financial Services
113,Arrow Electronics,26812.50,402,Technology
114,Kraft Heinz,26232.00,10999.00,Consumer Defensive
115,Plains GP Holdings,26223.00,-731,Energy
116,Gilead Sciences,26107.00,4628.00,Healthcare
117,Mondelez International,25896.00,2922.00,Consumer Defensive
118,Northrop Grumman,25803.00,2015.00,Industrials
119,Raytheon,25348.00,2024.00,Industrials
120,Macy’s,24837.00,1547.00,Consumer Cyclical
121,US Foods Holding,24147.20,444.3,Consumer Defensive
122,U.S. Bancorp,23996.00,6218.00,Financial Services
123,Dollar General,23471.00,1539.00,Consumer Defensive
124,International Paper,23302.00,2144.00,Consumer Cyclical
125,Duke Energy,23189.00,3059.00,Utilities
126,Southern,23031.00,842,Utilities
127,Marriott International,22894.00,1372.00,Consumer Cyclical
128,Avnet,22872.10,525.3,Technology
129,Eli Lilly,22871.30,-204.1,Healthcare
130,Amgen,22849.00,1979.00,Healthcare
131,McDonald’s,22820.40,5192.30,Consumer Cyclical
132,Starbucks,22386.80,2884.70,Consumer Cyclical
133,Qualcomm,22291.00,2466.00,Technology
134,Dollar Tree,22245.50,1714.30,Consumer Defensive
135,PBF Energy,21786.60,415.5,Energy
136,Icahn Enterprises,21744.00,2430.00,Energy
137,Aflac,21667.00,4604.00,Financial Services
138,AutoNation,21534.60,434.6,Consumer Cyclical
139,Penske Automotive Group,21389.00,613.3,Consumer Cyclical
140,Whirlpool,21253.00,350,Consumer Cyclical
141,Union Pacific,21240.00,10712.00,Industrials
142,Southwest Airlines,21171.00,3488.00,Industrials
143,ManpowerGroup,21034.30,545.4,Industrials
144,Thermo Fisher Scientific,20918.00,2225.00,Healthcare
145,Bristol-Myers Squibb,20776.00,1007.00,Healthcare
146,Halliburton,20620.00,-463,Energy
147,Tenet Healthcare,20613.00,-704,Healthcare
148,Lear,20467.00,1313.40,Consumer Cyclical
149,Cummins,20428.00,999,Industrials
150,Micron Technology,20322.00,5089.00,Technology
151,Nucor,20252.40,1318.70,Basic Materials
152,Molina Healthcare,19883.00,-512,Healthcare
153,Fluor,19521.00,191.4,Industrials
154,Altria Group,19494.00,10222.00,Consumer Defensive
155,Paccar,19456.40,1675.20,Industrials
156,Hartford Financial Services,19228.00,-3131.00,Financial Services
157,Kohl’s,19095.00,859,Consumer Cyclical
158,Western Digital,19093.00,397,Technology
159,Jabil,19063.10,129.1,Technology
160,Community Health Systems,18477.00,-2459.00,Healthcare
161,Visa,18358.00,6699.00,Financial Services
162,Danaher,18329.70,2492.10,Healthcare
163,Kimberly-Clark,18259.00,2278.00,Consumer Defensive
164,AECOM,18203.40,339.4,Industrials
165,PNC Financial Services,18035.00,5338.00,Financial Services
166,CenturyLink,17656.00,1389.00,Communication Services
167,NextEra Energy,17195.00,5378.00,Utilities
168,PG&E Corp.,17135.00,1646.00,Utilities
169,Synnex,17045.70,301.2,Technology
170,WellCare Health Plans,17007.20,373.7,Healthcare
171,Performance Food Group,16761.80,96.3,Consumer Defensive
172,Sears Holdings,16702.00,-383,Consumer Cyclical
173,Synchrony Financial,16695.00,1935.00,Financial Services
174,CarMax,16637.10,627,Consumer Cyclical
175,Bank of New York Mellon,16621.00,4090.00,Financial Services
176,Freeport-McMoRan,16416.00,1817.00,Basic Materials
177,Genuine Parts,16308.80,616.8,Consumer Cyclical
178,Emerson Electric,16301.00,1518.00,Industrials
179,DaVita,16038.20,663.6,Healthcare
180,Supervalu,16009.00,650,Consumer Defensive
181,Gap,15855.00,848,Consumer Cyclical
182,General Mills,15619.80,1657.50,Consumer Defensive
183,Nordstrom,15478.00,437,Consumer Cyclical
184,Colgate-Palmolive,15454.00,2024.00,Consumer Defensive
185,American Electric Power,15424.90,1912.60,Utilities
186,XPO Logistics,15380.80,340.2,Industrials
187,Goodyear Tire & Rubber,15377.00,346,Consumer Cyclical
188,Omnicom Group,15273.60,1088.40,Communication Services
189,CDW,15191.50,523,Technology
190,Sherwin-Williams,14983.80,1772.30,Basic Materials
191,PPG Industries,14967.00,1591.00,Basic Materials
192,Texas Instruments,14961.00,3682.00,Technology
193,C.H. Robinson Worldwide,14869.40,504.9,Industrials
194,WestRock,14859.70,708.2,Consumer Cyclical
195,Cognizant Technology Solutions,14810.00,1504.00,Technology
196,Newell Brands,14742.20,2748.80,Consumer Defensive
197,CBS,14710.00,357,Communication Services
198,Envision Healthcare,14700.50,-228,Healthcare
199,Monsanto,14640.00,2260.00,Basic Materials
200,Aramark,14604.40,373.9,Industrials
201,Applied Materials,14537.00,3434.00,Technology
202,Waste Management,14485.00,1949.00,Industrials
203,DISH Network,14391.40,2098.70,Communication Services
204,Illinois Tool Works,14314.00,1687.00,Industrials
205,Lincoln National,14257.00,2079.00,Financial Services
206,HollyFrontier,14251.30,805.4,Energy
207,CBRE Group,14209.60,691.5,Real Estate
208,Textron,14198.00,307,Industrials
209,Ross Stores,14134.70,1362.80,Consumer Cyclical
210,Principal Financial,14093.20,2310.40,Financial Services
211,D.R. Horton,14091.00,1038.40,Consumer Cyclical
212,Marsh & McLennan,14024.00,1492.00,Financial Services
213,Devon Energy,13949.00,898,Energy
214,AES,13850.00,-1161.00,Utilities
215,Ecolab,13838.30,1508.40,Basic Materials
216,Land O’Lakes,13740.40,314.2,Consumer Defensive
217,Loews,13735.00,1164.00,Financial Services
218,Kinder Morgan,13705.00,183,Energy
219,FirstEnergy,13627.00,-1724.00,Utilities
220,Occidental Petroleum,13274.00,1311.00,Energy
221,Viacom,13263.00,1874.00,Communication Services
222,PayPal Holdings,13094.00,1795.00,Financial Services
223,NGL Energy Partners,13022.20,137,Energy
224,Celgene,13003.00,2940.00,Healthcare
225,Arconic,12960.00,-74,Industrials
226,Kellogg,12923.00,1269.00,Consumer Defensive
227,Las Vegas Sands,12882.00,2806.00,Consumer Cyclical
228,Stanley Black & Decker,12747.20,1226.00,Industrials
229,Booking Holdings,12681.10,2340.80,Consumer Cyclical
230,Lennar,12646.40,810.5,Consumer Cyclical
231,L Brands,12632.40,983,Consumer Cyclical
232,DTE Energy,12607.00,1134.00,Utilities
233,Dominion Energy,12586.00,2999.00,Utilities
234,Reinsurance Group of America,12515.80,1822.20,Financial Services
235,J.C. Penney,12506.00,-116,Consumer Cyclical
236,Mastercard,12497.00,3915.00,Financial Services
237,BlackRock,12491.00,4970.00,Financial Services
238,Henry Schein,12461.50,406.3,Healthcare
239,Guardian Life Ins. Co. of America,12454.50,455.3,Financial Services
240,Stryker,12444.00,1020.00,Healthcare
241,Jefferies Financial Group,12407.90,171.7,Financial services
242,VF,12399.60,614.9,Consumer Cyclical
243,ADP,12379.80,1733.40,Industrials
244,Edison International,12320.00,565,Utilities
245,Biogen,12273.90,2539.10,Healthcare
246,United States Steel,12250.00,387,Basic Materials
247,Core-Mark Holding,12225.00,33.5,Consumer Defensive
248,Bed Bath & Beyond,12215.80,685.1,Consumer Cyclical
249,Oneok,12173.90,387.8,Energy
250,BB&T Corp.,12156.00,2394.00,Financial Services
251,Becton Dickinson,12093.00,1100.00,Healthcare
252,Ameriprise Financial,12075.00,1480.00,Financial Services
253,Farmers Insurance Exchange,12071.80,-65.4,Financial Services
254,First Data,12052.00,1465.00,Financial Services
255,Consolidated Edison,12033.00,1525.00,Utilities
256,Parker-Hannifin,12029.30,983.4,Industrials
257,Anadarko Petroleum,11908.00,-456,Energy
258,Estee Lauder,11824.00,1249.00,Consumer Defensive
259,State Street Corp.,11774.00,2177.00,Financial Services
260,Tesla,11758.80,-1961.40,Consumer Cyclical
261,Netflix,11692.70,558.9,Communication Services
262,Alcoa,11652.00,217,Basic Materials
263,Discover Financial Services,11545.00,2099.00,Financial Services
264,Praxair,11437.00,1247.00,Basic Materials
265,CSX,11408.00,5471.00,Industrials
266,Xcel Energy,11404.00,1148.00,Utilities
267,Unum Group,11286.80,994.2,Financial Services
268,Universal Health Services,11278.90,752.3,Healthcare
269,NRG Energy,11275.00,-2153.00,Utilities
270,EOG Resources,11208.30,2582.60,Energy
271,Sempra Energy,11207.00,256,Utilities
272,Toys “R” Us,11146.00,-612,Consumer Cyclical
273,Group 1 Automotive,11123.70,213.4,Consumer Cyclical
274,Entergy,11074.50,411.6,Utilities
275,Molson Coors Brewing,11002.80,1414.20,Consumer Defensive
276,L3 Technologies,11002.00,677,Industrials
277,Ball,10983.00,374,Basic Materials
278,AutoZone,10888.70,1280.90,Consumer Cyclical
279,Murphy USA,10853.40,245.3,Consumer Cyclical
280,MGM Resorts International,10773.90,1960.30,Consumer Cyclical
281,Office Depot,10752.00,181,Consumer Cyclical
282,Huntsman,10592.00,636,Basic Materials
283,Baxter International,10561.00,717,Healthcare
284,Norfolk Southern,10551.00,5404.00,Industrials
285,salesforce.com,10480.00,127.5,Technology
286,Laboratory Corp. of America,10441.40,1268.20,Healthcare
287,W.W. Grainger,10424.90,585.7,Industrials
288,Qurate Retail,10404.00,2441.00,Consumer Cyclical
289,Autoliv,10382.60,427.1,Consumer Cyclical
290,Live Nation Entertainment,10337.40,-6,Communication Services
291,Xerox,10265.00,195,Technology
292,Leidos Holdings,10170.00,366,Technology
293,Corning,10116.00,-497,Technology
294,Lithia Motors,10086.50,245.2,Consumer Cyclical
295,Expedia Group,10059.80,378,Consumer Cyclical
296,Republic Services,10041.50,1278.40,Industrials
297,Jacobs Engineering Group,10022.80,293.7,Industrials
298,Sonic Automotive,9867.20,93,Consumer Cyclical
299,Ally Financial,9866.00,929,Financial Services
300,LKQ,9848.00,533.7,Consumer Cyclical
301,BorgWarner,9799.30,439.9,Consumer Cyclical
302,Fidelity National Financial,9769.00,771,Financial Services
303,SunTrust Banks,9741.00,2273.00,Financial Services
304,IQVIA Holdings,9739.00,1309.00,Healthcare
305,Reliance Steel & Aluminum,9721.00,613.4,Basic Materials
306,Nvidia,9714.00,3047.00,Technology
307,Voya Financial,9660.00,-2992.00,Financial Services
308,CenterPoint Energy,9614.00,1792.00,Utilities
309,eBay,9567.00,-1016.00,Consumer Cyclical
310,Eastman Chemical,9549.00,1384.00,Basic Materials
311,American Family Insurance Group,9545.40,155.6,Financial Services
312,Steel Dynamics,9538.80,812.7,Basic Materials
313,Pacific Life,9510.00,1365.00,Financial Services
314,Chesapeake Energy,9496.00,949,Energy
315,Mohawk Industries,9491.30,971.6,Consumer Cyclical
316,Quanta Services,9466.50,315,Industrials
317,Advance Auto Parts,9373.80,475.5,Consumer Cyclical
318,Owens & Minor,9318.30,72.8,Healthcare
319,United Natural Foods,9274.50,130.2,Consumer Defensive
320,Tenneco,9274.00,207,Consumer Cyclical
321,Conagra Brands,9234.80,639.3,Consumer Defensive
322,GameStop,9224.60,34.7,Consumer Cyclical
323,Hormel Foods,9167.50,846.7,Consumer Defensive
324,Hilton Worldwide Holdings,9140.00,1259.00,Consumer Cyclical
325,Frontier Communications,9128.00,-1804.00,Communication Services
326,Fidelity National Information Services,9123.00,1319.00,Technology
327,Public Service Enterprise Group,9084.00,1574.00,Utilities
328,Boston Scientific,9048.00,104,Healthcare
329,O’Reilly Automotive,8977.70,1133.80,Consumer Cyclical
330,Charles Schwab,8960.00,2354.00,Financial Services
331,Global Partners,8920.60,58.8,Energy
332,PVH,8914.80,537.8,Consumer Cyclical
333,Avis Budget Group,8848.00,361,Industrials
334,Targa Resources,8814.90,54,Energy
335,Hertz Global Holdings,8803.00,327,Industrials
336,Calpine,8752.00,-339,Utilities
337,Mutual of Omaha Insurance,8731.90,862.6,Financial Services
338,Crown Holdings,8698.00,323,Consumer Cyclical
339,Peter Kiewit Sons’,8678.00,371,Industrials
340,Dick’s Sporting Goods,8590.50,323.4,Consumer Cyclical
341,PulteGroup,8573.30,447.2,Consumer Cyclical
342,Navistar International,8570.00,30,Industrials
343,Thrivent Financial for Lutherans,8527.90,558.4,Financial Services
344,DCP Midstream,8462.00,229,Energy
345,Air Products & Chemicals,8442.40,3000.40,Basic Materials
346,Veritiv,8364.70,-13.3,Industrials
347,AGCO,8306.50,186.4,Industrials
348,Genworth Financial,8295.00,817,Financial Services
349,Univar,8253.70,119.8,Basic Materials
350,News Corp.,8139.00,-738,Communication Services
351,SpartanNash,8128.10,-52.8,Consumer Defensive
352,Westlake Chemical,8041.00,1304.00,Basic Materials
353,Williams,8031.00,2174.00,Energy
354,Lam Research,8013.60,1697.80,Technology
355,Alaska Air Group,7933.00,1034.00,Industrials
356,Jones Lang LaSalle,7932.40,254.2,Real Estate
357,Anixter International,7927.40,109,Industrials
358,Campbell Soup,7890.00,887,Consumer Defensive
359,Interpublic Group,7882.40,579,Communication Services
360,Dover,7830.40,811.7,Industrials
361,Zimmer Biomet Holdings,7824.10,1813.80,Healthcare
362,Dean Foods,7795.00,61.6,Consumer Defensive
363,Foot Locker,7782.00,284,Consumer Cyclical
364,Eversource Energy,7752.00,988,Utilities
365,Alliance Data Systems,7719.40,788.7,Financial Services
366,Fifth Third Bancorp,7713.00,2194.00,Financial Services
367,Quest Diagnostics,7709.00,772,Healthcare
368,EMCOR Group,7687.90,227.2,Industrials
369,W.R. Berkley,7684.80,549.1,Financial Services
370,WESCO International,7679.00,163.5,Industrials
371,Coty,7650.30,-422.2,Consumer Defensive
372,WEC Energy Group,7648.50,1203.70,Utilities
373,Masco,7644.00,533,Industrials
374,DXC Technology,7607.00,-123,Technology
375,Auto-Owners Insurance,7603.70,645.7,Financial Services
376,Jones Financial (Edward Jones),7597.00,872,Financial Services
377,Liberty Media,7594.00,1354.00,Communication Services
378,Erie Insurance Group,7535.10,857.5,Financial Services
379,Hershey,7515.40,783,Consumer Defensive
380,PPL,7447.00,1128.00,Utilities
381,Huntington Ingalls Industries,7441.00,479,Industrials
382,Mosaic,7409.40,-107.2,Basic Materials
383,J.M. Smucker,7392.30,592.3,Consumer Defensive
384,Delek US Holdings,7349.50,288.8,Energy
385,Newmont Mining,7348.00,-98,Basic Materials
386,Constellation Brands,7331.50,1535.10,Consumer Defensive
387,Ryder System,7329.60,790.6,Industrials
388,National Oilwell Varco,7304.00,-237,Energy
389,Adobe Systems,7301.50,1694.00,Technology
390,LifePoint Health,7263.10,102.4,Healthcare
391,Tractor Supply,7256.40,422.6,Consumer Cyclical
392,Thor Industries,7247.00,374.3,Consumer Cyclical
393,Dana,7209.00,111,Consumer Cyclical
394,Weyerhaeuser,7196.00,582,Real Estate
395,J.B. Hunt Transport Services,7189.60,686.3,Industrials
396,Darden Restaurants,7170.20,479.1,Consumer Cyclical
397,Yum China Holdings,7144.00,403,Consumer Cyclical
398,Blackstone Group,7119.10,1470.80,Financial Services
399,Berry Global Group,7095.00,340,Consumer Cyclical
400,Builders FirstSource,7034.20,38.8,Industrials
401,Activision Blizzard,7017.00,273,Communication Services
402,JetBlue Airways,7015.00,1147.00,Industrials
403,Amphenol,7011.30,650.5,Technology
404,A-Mark Precious Metals,6989.60,7.1,Financial Services
405,Spirit AeroSystems Holdings,6983.00,354.9,Industrials
406,R.R. Donnelley & Sons,6939.60,-34.4,Industrials
407,Harris,6939.00,553,Energy
408,Expeditors Intl. of Washington,6920.90,489.3,Industrials
409,Discovery,6873.00,-337,Financial Services
410,Owens-Illinois,6869.00,180,Consumer Cyclical
411,Sanmina,6868.60,138.8,Technology
412,KeyCorp,6868.00,1296.00,Financial Services
413,American Financial Group,6865.00,475,Financial Services
414,Oshkosh,6829.60,285.6,Industrials
415,Rockwell Collins,6822.00,705,Industrials
416,Kindred Healthcare,6767.60,-698.4,Healthcare
417,Insight Enterprises,6703.60,90.7,Technology
418,Dr Pepper Snapple Group,6690.00,1076.00,Consumer Defensive
419,American Tower,6663.90,1238.90,Real Estate
420,Fortive,6656.00,1044.50,Technology
421,Ralph Lauren,6652.80,-99.3,Consumer Cyclical
422,Spectrum Brands Holdings,6650.00,106,Consumer Defensive
423,Ascena Retail Group,6649.80,-1067.30,Consumer Cyclical
424,United Rentals,6641.00,1346.00,Industrials
425,Casey’s General Stores,6640.60,177.5,Consumer Cyclical
426,Graybar Electric,6631.20,71.6,Basic Materials
427,Avery Dennison,6613.80,281.8,Consumer Cyclical
428,MasTec,6607.00,347.2,Industrials
429,CMS Energy,6583.00,460,Utilities
430,HD Supply Holdings,6534.00,970,Industrials
431,Raymond James Financial,6524.90,636.2,Financial Services
432,NCR,6516.00,232,Technology
433,Hanesbrands,6478.30,61.9,Consumer Cyclical
434,Asbury Automotive Group,6456.50,139.1,Consumer Cyclical
435,Citizens Financial Group,6454.00,1652.00,Financial Services
436,Packaging Corp. of America,6444.90,668.6,Consumer Cyclical
437,Alleghany,6424.70,90.1,Financial Services
438,Apache,6423.00,1304.00,Energy
439,Dillard’s,6422.70,221.3,Consumer Cyclical
440,Assurant,6415.00,519.6,Financial Services
441,Franklin Resources,6392.20,1696.70,Financial Services
442,Owens Corning,6384.00,289,Industrials
443,Motorola Solutions,6380.00,-155,Technology
444,NVR,6322.30,537.5,Consumer Cyclical
445,Rockwell Automation,6311.30,825.7,Industrials
446,TreeHouse Foods,6307.10,-286.2,Consumer Cyclical
447,Wynn Resorts,6306.40,747.2,Consumer Cyclical
448,Olin,6268.40,549.5,Basic Materials
449,American Axle & Manufacturing,6266.00,337.1,Consumer Cyclical
450,Old Republic International,6263.10,560.5,Financial Services
451,Chemours,6183.00,746,Basic Materials
452,iHeartMedia,6178.20,-704.4,Communication Services
453,Ameren,6177.00,523,Utilities
454,Arthur J. Gallagher,6159.60,463.1,Financial Services
455,Celanese,6140.00,843,Basic Materials
456,Sealed Air,6130.60,814.9,Consumer Cyclical
457,UGI,6120.70,436.6,Utilities
458,Realogy Holdings,6114.00,431,Real Estate
459,Burlington Stores,6110.00,384.9,Consumer Cyclical
460,Regions Financial,6093.00,1263.00,Financial Services
461,AK Steel Holding,6080.50,6.2,Basic Materials
462,Securian Financial Group,6066.50,418.9,Financial Services
463,S&P Global,6063.00,1496.00,Financial Services
464,Markel,6061.70,395.3,Financial Services
465,TravelCenters of America,6051.60,9.3,Consumer Cyclical
466,Conduent,6022.00,181,Technology
467,M&T Bank Corp.,6018.90,1408.30,Financial Services
468,Clorox,5973.00,701,Consumer Defensive
469,AmTrust Financial Services,5958.90,-348.9,Financial Services
470,KKR,5930.00,1018.30,Financial Services
471,Ulta Beauty,5884.50,555.2,Consumer Cyclical
472,Yum Brands,5878.00,1340.00,Consumer Cyclical
473,Regeneron Pharmaceuticals,5872.20,1198.50,Healthcare
474,Windstream Holdings,5852.90,-2116.60,Communication Services
475,Magellan Health,5838.60,110.2,Healthcare
476,Western & Southern Financial,5836.30,310.4,Financial Services
477,Intercontinental Exchange,5834.00,2514.00,Financial Services
478,Ingredion,5832.00,519,Consumer Defensive
479,Wyndham Destinations,5821.00,871,Consumer Cyclical
480,Toll Brothers,5815.10,535.5,Consumer Cyclical
481,Seaboard,5809.00,247,Industrials
482,Booz Allen Hamilton,5804.30,252.5,Industrials
483,First American Financial,5772.40,423,Financial Services
484,Cincinnati Financial,5732.40,1045.00,Financial Services
485,Avon Products,5715.60,22,Consumer Defensive
486,Northern Trust,5715.50,1199.00,Financial Services
487,Fiserv,5696.00,1246.00,Technology
488,Harley-Davidson,5647.20,521.8,Consumer Cyclical
489,Cheniere Energy,5601.00,-393,Energy
490,Patterson,5593.10,170.9,Healthcare
491,Peabody Energy,5578.80,,Energy
492,ON Semiconductor,5543.10,810.7,Technology
493,Simon Property Group,5538.60,1948.00,Real Estate
494,Western Union,5524.30,-557.1,Financial Services
495,NetApp,5519.00,509,Technology
496,Polaris Industries,5504.80,172.5,Consumer Cyclical
497,Pioneer Natural Resources,5455.00,833,Energy
498,ABM Industries,5453.60,3.8,Industrials
499,Vistra Energy,5430.00,-254,Utilities
500,Cintas,5428.90,480.7,Industrials
