rank,company,revenue ($ millions),profit ($ millions),Sector
263,Ameriprise Financial,10259.0,1029.0,Financial Services
264,R.R. Donnelley & Sons,10221.9,-651.4,Industrials
265,Kinder Morgan,10200.0,315.0,Energy
266,Xcel Energy,10128.2,905.2,Utilities
267,CDW,10128.2,119.0,Technology
268,State Street Corp.,10125.0,2061.0,Financial Services
269,Tenet Healthcare,10058.0,152.0,Healthcare
270,Liberty Interactive,10054.0,1530.0,Communication Services
271,Genworth Financial,10023.0,323.0,Financial Services
272,AGCO,9962.2,522.1,Industrials
273,Air Products & Chemicals,9869.7,1167.3,Basic Materials
274,Newmont Mining,9868.0,1809.0,Basic Materials
275,Reinsurance Group of America,9840.9,631.9,Financial Services
276,Public Service Enterprise Group,9781.0,1275.0,Utilities
277,KKR,9739.6,560.8,Financial Services
278,Ross Stores,9721.1,786.8,Consumer Cyclical
279,Estée Lauder,9713.6,856.9,Consumer Defensive
280,Gilead Sciences,9702.5,2591.6,Healthcare
281,Sempra Energy,9647.0,859.0,Utilities
282,Sherwin-Williams,9534.5,631.0,Basic Materials
283,Western Refining,9503.1,398.9,Energy
284,Devon Energy,9502.0,-206.0,Energy
285,Bed Bath & Beyond,9499.9,989.5,Consumer Cyclical
286,BlackRock,9337.0,2458.0,Financial Services
287,Family Dollar Stores,9331.0,422.2,Consumer Defensive
288,Hillshire Brands,9323.0,845.0,Consumer Defensive
289,Leucadia National,9293.9,854.5,Financial Services
290,Principal Financial,9215.1,805.9,Financial Services
291,Rock-Tenn,9207.6,249.1,Basic Materials
292,MGM Resorts International,9160.8,-1767.7,Consumer Cyclical
293,Hertz Global Holdings,9020.8,243.1,Industrials
294,Discover Financial Services,8984.0,2345.0,Financial Services
295,W.W. Grainger,8950.0,689.9,Industrials
296,Henry Schein,8940.0,388.1,Healthcare
297,Owens & Minor,8908.1,109.0,Healthcare
298,GameStop,8886.7,-269.7,Consumer Cyclical
299,DTE Energy,8846.0,610.0,Utilities
300,Caesars Entertainment,8798.7,-1497.5,Consumer Cyclical
301,Ball,8735.7,403.5,Basic Materials
302,Applied Materials,8719.0,109.0,Technology
303,Centene,8703.6,1.9,Healthcare
304,Motorola Solutions,8698.0,881.0,Technology
305,Stryker,8657.0,1298.0,Healthcare
306,AutoZone,8603.9,930.4,Consumer Cyclical
307,Sonic Automotive,8548.4,89.1,Consumer Cyclical
308,Dover,8538.8,811.1,Industrials
309,Assurant,8508.3,483.7,Financial Services
310,Cameron International,8502.1,750.5,Energy
311,DaVita HealthCare Partners,8489.5,536.0,Healthcare
312,Crown Holdings,8470.0,557.0,Consumer Cyclical
313,Reliance Steel & Aluminum,8442.3,403.5,Basic Materials
314,NRG Energy,8422.0,559.0,Utilities
315,Peabody Energy,8306.6,-585.7,Energy
316,Reynolds American,8304.0,1272.0,Consumer Cyclical
317,Autoliv,8266.7,483.1,Consumer Cyclical
318,Micron Technology,8234.0,-1032.0,Technology
319,Hormel Foods,8230.7,500.1,Consumer Defensive
320,AECOM Technology,8218.2,-58.6,Industrials
321,Ashland,8206.0,26.0,Basic Materials
322,Oshkosh,8193.3,230.8,Industrials
323,Republic Services,8118.3,571.8,Industrials
324,Eastman Chemical,8102.0,437.0,Basic Materials
325,Thrivent Financial for Lutherans,8018.4,487.6,Financial Services
326,Corning,8012.0,1728.0,Technology
327,Broadcom,8006.0,719.0,Technology
328,Darden Restaurants,7998.7,475.5,Consumer Cyclical
329,TravelCenters of America,7995.7,32.2,Consumer Cyclical
330,HD Supply,7994.0,-639.0,Industrials
331,Spectrum Group International,7974.8,4.1,Consumer Cyclical
332,Becton Dickinson,7946.8,1169.9,Healthcare
333,Sealed Air,7921.6,-1410.3,Consumer Cyclical
334,KBR,7921.0,144.0,Industrials
335,Commercial Metals,7859.0,207.5,Basic Materials
336,Masco,7816.0,-114.0,Industrials
337,Universal Health Services,7783.3,443.4,Healthcare
338,Campbell Soup,7707.0,774.0,Consumer Defensive
339,Coca-Cola Enterprises,7562.0,677.0,Consumer Defensive
340,Charter Communications,7504.0,-304.0,Communication Services
341,Quest Diagnostics,7499.5,555.7,Healthcare
342,Williams,7486.0,859.0,Energy
343,Group 1 Automotive,7476.1,100.2,Consumer Cyclical
344,CenterPoint Energy,7452.0,417.0,Utilities
345,WellCare Health Plans,7409.0,184.7,Healthcare
346,Dollar Tree,7394.5,619.3,Consumer Defensive
347,Pantry,7393.6,-2.5,Consumer Defensive
348,MasterCard,7391.0,2759.0,Financial Services
349,Tenneco,7363.0,275.0,Consumer Cyclical
350,Avis Budget Group,7357.0,290.0,Industrials
351,Terex,7348.4,105.8,Industrials
352,Cognizant Technology Solutions,7346.5,1051.3,Technology
353,Fidelity National Financial,7326.1,606.5,Financial Services
354,Steel Dynamics,7290.2,163.6,Basic Materials
355,Precision Castparts,7278.3,1224.1,Industrials
356,Dana Holding,7258.0,300.0,Consumer Cyclical
357,Boston Scientific,7249.0,-4068.0,Healthcare
358,BorgWarner,7183.2,500.9,Consumer Cyclical
359,Visteon,7154.0,100.0,Consumer Cyclical
360,Barnes & Noble,7129.2,-68.9,Consumer Cyclical
361,Fifth Third Bancorp,7106.0,1576.0,Financial Services
362,Franklin Resources,7101.0,1931.4,Financial Services
363,Weyerhaeuser,7059.0,385.0,Real Estate
364,Owens-Illinois,7000.0,184.0,Consumer Cyclical
365,Alpha Natural Resources,6974.9,-2437.1,Energy
366,Interpublic Group,6956.2,446.7,Communication Services
367,OfficeMax,6920.4,416.8,Consumer Cyclical
368,Core-Mark Holding,6905.4,33.9,Consumer Defensive
369,Pacific Life,6874.0,460.0,Financial Services
370,Ralph Lauren,6859.5,681.0,Consumer Cyclical
371,Agilent Technologies,6858.0,1153.0,Healthcare
372,Dole Food,6832.3,-144.5,Consumer Defensive
373,Ameren,6828.0,-974.0,Utilities
374,Mylan,6796.1,640.9,Healthcare
375,Avery Dennison,6761.6,215.4,Consumer Cyclical
376,Health Management Associates,6760.9,164.3,Healthcare
377,PetSmart,6758.2,389.5,Consumer Cyclical
378,Dillard's,6751.6,336.0,Consumer Cyclical
379,Symantec,6730.0,1172.0,Technology
380,Huntington Ingalls Industries,6708.0,146.0,Industrials
381,Enbridge Energy Partners,6706.1,493.1,Energy
382,Cablevision Systems,6705.5,233.5,Communication Services
383,Jarden,6696.1,243.9,Consumer Cyclical
384,Hershey,6644.3,660.9,Consumer Defensive
385,Wesco International,6579.3,201.8,Industrials
386,Ingredion,6532.1,427.5,Consumer Defensive
387,CBRE Group,6519.8,315.6,Real Estate
388,UGI,6519.2,199.4,Utilities
389,NuStar Energy,6516.8,-226.6,Energy
390,McGraw-Hill,6512.0,437.0,Communication Services
391,Vanguard Health Systems,6488.4,57.3,Healthcare
392,Casey's General Stores,6460.8,116.8,Consumer Cyclical
393,American Family Insurance Group,6456.8,360.5,Financial Services
394,Mutual of Omaha Insurance,6437.0,283.8,Financial Services
395,Mattel,6420.9,776.5,Consumer Cyclical
396,Celanese,6418.0,605.0,Basic Materials
397,Quanta Services,6413.5,306.6,Industrials
398,Level 3 Communications,6376.0,-422.0,Communication Services
399,Emcor Group,6346.7,146.6,Industrials
400,Starwood Hotels & Resorts,6321.0,562.0,Real Estate
401,Regions Financial,6275.0,1120.0,Financial Services
402,Northeast Utilities,6273.8,525.9,Utilities
403,Rockwell Automation,6259.4,737.0,Industrials
404,Ryder System,6257.0,210.0,Industrials
405,Anixter International,6253.1,124.8,Industrials
406,CMS Energy,6253.0,382.0,Utilities
407,CC Media Holdings,6246.9,-424.5,Communication Services
408,NetApp,6233.2,605.4,Technology
409,Advance Auto Parts,6205.0,387.7,Consumer Cyclical
410,Kindred Healthcare,6190.7,-40.4,Healthcare
411,Seaboard,6189.1,282.3,Industrials
412,O'Reilly Automotive,6182.2,585.7,Consumer Cyclical
413,Foot Locker,6182.0,397.0,Consumer Cyclical
414,Windstream,6169.2,168.0,Communication Services
415,CH2M Hill,6160.6,93.0,Industrials
416,Omnicare,6160.4,194.9,Healthcare
417,FMC Technologies,6151.4,430.0,Energy
418,SLM,6110.0,939.0,Financial Services
419,CF Industries Holdings,6104.0,1848.7,Basic Materials
420,Sanmina,6093.3,180.2,Technology
421,NII Holdings,6086.5,-765.2,Communication Services
422,PVH,6043.0,433.8,Consumer Cyclical
423,Molina Healthcare,6028.8,9.8,Healthcare
424,Cliffs Natural Resources,6024.3,-899.4,Basic Materials
425,General Cable,6014.3,4.0,Industrials
426,Shaw Group,6008.4,198.9,Industrials
427,Dr Pepper Snapple Group,5995.0,629.0,Consumer Defensive
428,Expeditors International of Washington,5980.9,333.4,Industrials
429,Harris,5964.0,30.6,Energy
430,AK Steel Holding,5933.7,-1027.3,Basic Materials
431,SPX,5925.2,259.2,Industrials
432,Actavis,5914.9,97.3,Healthcare
433,Newell Rubbermaid,5902.7,401.3,Consumer Defensive
434,Fidelity National Information Services,5888.1,461.2,Technology
435,Targa Resources,5885.7,38.1,Energy
436,Booz Allen Hamilton Holding,5859.2,240.0,Industrials
437,Dick's Sporting Goods,5836.1,290.7,Consumer Cyclical
438,W.R. Berkley,5823.6,510.6,Financial Services
439,Live Nation Entertainment,5819.0,-163.2,Communication Services
440,Allergan,5806.1,1098.8,Healthcare
441,NCR,5792.0,146.0,Technology
442,Mohawk Industries,5788.0,250.3,Consumer Cyclical
443,Auto-Owners Insurance,5747.7,435.6,Financial Services
444,Laboratory Corp. of America,5671.4,583.1,Healthcare
445,Western Union,5664.8,1025.9,Financial Services
446,Joy Global,5660.9,762.0,Industrials
447,Energy Future Holdings,5636.0,-3360.0,Energy
448,MeadWestvaco,5594.0,205.0,Basic Materials
449,Harley-Davidson,5580.5,623.9,Consumer Cyclical
450,Con-way,5580.2,104.5,Industrials
451,MRC Global,5570.9,118.0,Energy
452,J.M. Smucker,5525.8,459.7,Consumer Defensive
453,Exelis,5522.0,330.0,Healthcare
454,Biogen Idec,5516.5,1380.0,Healthcare
455,Erie Insurance Group,5512.0,160.0,Financial Services
456,Celgene,5506.7,1456.2,Healthcare
457,St. Jude Medical,5503.0,752.0,Healthcare
458,Domtar,5482.0,172.0,Basic Materials
459,Calpine,5478.0,199.0,Utilities
460,Susser Holdings,5469.6,46.7,Consumer Defensive
461,Clorox,5468.0,541.0,Consumer Defensive
462,Kelly Services,5450.5,50.1,Industrials
463,Consol Energy,5430.3,388.5,Energy
464,Advanced Micro Devices,5422.0,-1183.0,Technology
465,Graybar Electric,5413.3,86.3,Basic Materials
466,Big Lots,5400.1,177.1,Consumer Defensive
467,Gannett,5353.2,424.3,Communication Services
468,Telephone & Data Systems,5345.3,81.9,Communication Services
469,Host Hotels & Resorts,5323.0,61.0,Real Estate
470,Insight Enterprises,5301.4,92.8,Technology
471,Western & Southern Financial Group,5293.7,137.7,Financial Services
472,Andersons,5272.0,79.5,Consumer Defensive
473,Priceline.com,5261.0,1419.6,Consumer Cyclical
474,United Natural Foods,5236.0,91.3,Consumer Defensive
475,Spectra Energy,5174.0,940.0,Energy
476,Owens Corning,5172.0,-19.0,Industrials
477,Avaya,5171.0,-344.0,Technology
478,Wynn Resorts,5154.3,502.0,Consumer Cyclical
479,Bemis,5139.2,173.8,Basic Materials
480,NiSource,5102.7,416.1,Utilities
481,MetroPCS Communications,5101.3,394.2,Communication Services
482,Facebook,5089.0,53.0,Communication Services
483,Pepco Holdings,5081.0,285.0,Consumer Defensive
484,United Stationers,5080.1,111.8,Industrials
485,American Financial Group,5062.0,488.0,Financial Services
486,J.B. Hunt Transport Services,5055.0,310.4,Industrials
487,SanDisk,5052.5,417.4,Technology
488,Charles Schwab,5049.0,928.0,Financial Services
489,Pitney Bowes,5039.2,445.2,Industrials
490,Allegheny Technologies,5031.5,158.4,Industrials
491,Jones Financial,5027.4,555.0,Financial Services
492,Frontier Communications,5011.9,136.6,Communication Services
493,Timken,4987.0,495.5,Industrials
494,Yahoo,4986.6,3945.5,Communication Services
495,JetBlue Airways,4982.0,128.0,Industrials
496,Old Republic International,4970.1,-68.6,Financial Services
497,Simon Property Group,4880.1,1434.5,Real Estate
498,YRC Worldwide,4850.5,-140.4,Industrials
499,CA,4829.0,951.0,Technology
500,Nash-Finch,4820.8,-93.9,Consumer Defensive
